Year,Month,Pr (mm),Tasmax (degC),Tasmin (degC),Tave (degC)
1978,6,1.112598307349017,25.83900985789959,8.087937321972442,16.96347358993602
1978,7,1.7557955405260686,30.348930912237673,11.791450607760007,21.07019075999884
1978,8,9.479809415629056,28.396574717398455,10.253177534496094,19.32487612594727
1978,9,43.02528848383549,27.319430314472644,10.19179390328732,18.755612108879976
1978,10,21.316432473200923,17.70548260802022,1.8782017558224608,9.791842181921341
1978,11,206.61155144504374,10.565253710364443,-0.5256148805600775,5.019819414902183
1978,12,486.90438888107127,6.760643566954148,-1.813528939942306,2.473557313505921
1979,1,77.2206688565103,8.10940314624181,-3.005819140637452,2.5517920028021797
1979,2,56.13742835348601,12.769153412728748,0.45111091813386617,6.610132165431307
1979,3,120.67218223177765,11.06693950853486,-1.0949058908566343,4.986016808839112
1979,4,108.5741344986147,16.19582465418512,1.7972320166475388,8.996528335416329
1979,5,12.584817351031159,20.25559591397992,4.148204876693464,12.201900395336695
1979,6,5.278186431597216,26.822928174067677,8.816300635955486,17.81961440501159
1979,7,2.9176532859890707,29.40718960770364,10.686340377707287,20.046764992705466
1979,8,12.383599529116744,30.242668129448816,12.032622185945343,21.13764515769708
1979,9,2.48412914452691,26.979120126890614,8.490917020561842,17.735018573726222
1979,10,11.785719748987349,21.224993840615948,4.158119158221597,12.691556499418773
1979,11,60.55171824129528,12.91466085863473,-0.006779955512645985,6.453940451561044
1979,12,100.3023028844992,3.5376628797996506,-7.25087890096294,-1.8566080105816434
1980,1,433.69383267568656,4.766381524040088,-4.081291848371127,0.3425448378344808
1980,2,23.457027808602366,12.047390836184134,-1.3078316922213995,5.3697795719813675
1980,3,93.66677188034753,13.414479763028313,-0.6617246343267731,6.37637756435077
1980,4,89.21036216076511,13.327024660847492,0.0796586703794838,6.703341665613486
1980,5,33.5086297191578,16.523418118005182,2.456280593486415,9.489849355745802
1980,6,10.331086202517858,22.287664772317083,6.029867640681044,14.158766206499063
1980,7,4.450351978488314,30.361970545123484,12.764405106015849,21.56318782556967
1980,8,7.172544795552456,29.207096137163912,11.013052369242807,20.110074253203354
1980,9,0.09623309498684904,29.292901053399437,10.364153285662002,19.828527169530716
1980,10,0.07703779709511674,24.19250770579301,6.119226095118309,15.155866900455656
1980,11,39.27767669317634,9.867581428781419,-4.122046754096215,2.8727673373426033
1980,12,102.6239193288015,7.820416909008327,-4.20059757491813,1.8099096670450985
1981,1,246.2431109115051,3.360146971077556,-5.653990498969764,-1.1469217639461036
1981,2,216.88289804070524,8.374876807867064,-2.740745556625271,2.817065625620895
