Year,Month,Pr (mm),Tasmax (degC),Tasmin (degC),Tave (degC)
2015,1,419.3196619625595,10.517079880522552,0.1959880941085271,5.3565339873155375
2015,2,22.9722315955883,12.58136840052061,-1.1719820281137006,5.704693186203455
2015,3,238.07279908577289,11.329333761563877,0.09745804908717351,5.713395905325527
2015,4,77.21447752322553,13.461128129068236,0.0008880446696970523,6.731008086868966
2015,5,27.153830451336205,20.34720478481037,4.854301722532247,12.600753253671304
2015,6,4.147867791000434,28.74195100856725,10.522641531009091,19.632296269788167
2015,7,0.03399134304987984,34.131342459035615,14.431557708111768,24.281450083573695
2015,8,25.697342898197313,32.22750193973725,13.899338880982288,23.063420410359765
2015,9,8.767771366567892,26.551174909214804,9.448076187691157,17.999625548452983
2015,10,125.72418539194499,17.312782292755895,3.591166034080531,10.451974163418212
2015,11,75.80280785662892,11.527412108737712,-1.2201870732690696,5.15361251773432
2015,12,81.4937230854026,10.186948508155217,-2.499997954737099,3.843475276709058
2016,1,214.89636215666297,5.3124365693620454,-4.683076033702357,0.31468026782984426
2016,2,83.85620877641114,7.282477488269489,-4.039148106358789,1.621664690955351
2016,3,35.59177365423893,12.808201173679628,-0.5402746253503032,6.133963274164662
2016,4,36.82507119409374,16.66119736656158,1.900880904427806,9.281039135494694
2016,5,35.72034652354965,21.80207844841216,6.000723815431828,13.901401131921993
2016,6,21.066990932449745,26.145215144229063,9.814362284099078,17.979788714164062
2016,7,3.4943452214563466,29.17718884163442,11.401555856400098,20.289372349017256
2016,8,7.381587189230534,32.66623127750772,14.149392067592842,23.407811672550277
2016,9,10.558731488148496,26.593530533648035,8.779829308355994,17.686679921002018
2016,10,59.26738048396274,22.80399454639447,7.489561885423601,15.146778215909036
2016,11,259.8179247393253,14.327239806327935,2.8551715087462464,8.591205657537092
2016,12,123.50680121447023,12.660169991725736,0.5600180558224007,6.610094023774067
2017,1,63.326073308447576,11.061522121054459,-0.8273241759412099,5.117098972556626
2017,2,19.144759912430864,9.363284995841857,-3.3621458000963442,3.0005695978727567
2017,3,87.52314304708234,10.861378833911292,-2.1306699595067577,4.365354437202268
2017,4,53.88233042715693,16.106536980282964,1.991515444663794,9.04902621247338
2017,5,48.80746284253423,22.98154383294533,6.390761268661598,14.686152550803463
2017,6,7.981057266091918,26.053974572000115,8.987469639309216,17.520722105654666
2017,7,4.253938956672203,31.375795048426014,13.029511593808097,22.20265332111706
2017,8,11.540445429052305,30.08690452162393,12.037270149236,21.06208733542996
2017,9,1.645805561711922,27.811779949303403,9.495410458771769,18.653595204037583
2017,10,52.39065648094221,19.944398365025574,4.030014254601136,11.987206309813354
2017,11,121.84096432196039,12.34461891713152,0.07756880950296785,6.211093863317245
2017,12,161.9571843259708,6.792001432886156,-3.21673060925767,1.7876354118142423
2018,1,306.3994239345259,8.302172167550882,-2.1651476129877043,3.0685122772815894
2018,2,197.85286171406068,8.421255470785324,-2.0780779414611903,3.171588764662067
2018,3,123.98555445314923,13.784478389091403,0.5541198679788012,7.169299128535102
2018,4,2.110456866051982,20.365450615383008,3.9827807059680547,12.174115660675534
2018,5,49.25476108170246,18.444637999926968,2.558857902476604,10.501747951201782
2018,6,11.982822497112574,27.246985902899905,9.635181250171382,18.44108357653564
2018,7,12.191223768825349,32.77543328001802,14.391082582232974,23.5832579311255
2018,8,15.357258828695256,31.726747889212906,13.389301066983712,22.558024478098314
2018,9,1.6978200531818284,28.1561418674449,10.078531944341304,19.117336905893104
2018,10,17.544951668023135,16.525258589579508,1.4079657702085426,8.966612179894026
2018,11,83.46813534243469,12.00245396009418,-0.17883983663688266,5.911807061728649
2018,12,568.5127908295656,9.336436008335214,0.409052449070638,4.872744228702927
2019,1,173.60944459567915,9.532179387952008,-1.200122323468207,4.166028532241899
2019,2,165.0852957037416,10.55178932814925,-0.48138721342087704,5.035201057364185
2019,3,139.8212465557739,8.718471186892813,-3.405998447820701,2.6562363695360562
2019,4,113.952135875045,13.76990556126806,-0.12466110530308064,6.822622227982489
2019,5,11.101860288260527,24.669073509606662,7.897245506699245,16.283159508152956
2019,6,0.76591625095099,26.837163107573122,8.21075526021416,17.52395918389364
2019,7,4.294955799965101,32.48007535699453,13.752895432139496,23.116485394567018
2019,8,58.95212255415102,27.34375261330558,10.445549232733647,18.894650923019615
2019,9,0.23137845920449834,28.048657838840377,10.55083004985889,19.299743944349633
2019,10,46.578661126448324,22.59504836271517,6.709698458630817,14.652373410672995
2019,11,79.37288389419219,13.946862113206203,0.907252849269866,7.427057481238036
2019,12,20.385039693448114,9.95225612984355,-1.4545178759990036,4.248869126922273
2020,1,251.74871332454535,7.778440279546508,-3.0585192405958446,2.3599605194753317
2020,2,0.015634210076957002,15.45303589756334,0.1555795493739852,7.804307723468664
2020,3,136.14942767208183,13.97832182063873,0.9035493042930687,7.440935562465898
2020,4,182.57627898063382,12.764650691630642,0.40097322542092395,6.582811958525784
2020,5,17.144083469219563,19.308106309915374,3.7229291291539948,11.51551771953468
2020,6,17.703164386027282,24.58911311855704,9.163832074296616,16.87647259642683
2020,7,0.46911453209240955,29.655340728027248,12.04998633064039,20.852663529333817
2020,8,21.79134679641961,29.130717285304826,12.376380899501001,20.753549092402913
2020,9,77.5564860243456,25.160417815777,8.858152165972239,17.009284990874622
2020,10,10.114276410297645,21.244537695911493,5.769400520024552,13.506969107968024
2020,11,64.7636701109705,13.400766396312864,0.14350758248452544,6.772136989398697
2020,12,151.40833605123194,11.382168756768863,-0.6993654389874701,5.341401658890695
