Year,Month,Day,Pr (mm),Tasmax (degC),Tasmin (degC)
1915,1,1,0.0,9.879857142857142,-3.077571428571429
1915,1,2,0.0,10.196285714285715,-5.635857142857143
1915,1,3,4.584385714285714,8.457,-2.613714285714286
1915,1,4,12.300642857142856,7.217714285714286,-2.7969999999999997
1915,1,5,0.37188571428571426,5.663571428571428,-2.701714285714286
1915,1,6,14.200528571428572,4.373285714285714,-1.0878571428571429
1915,1,7,0.5983999999999999,5.934428571428572,-7.728142857142857
1915,1,8,14.630542857142856,4.550571428571429,-5.086571428571428
1915,1,9,1.2696857142857143,5.221285714285714,-8.327714285714286
1915,1,10,0.0,7.466571428571428,-6.172000000000001
1915,1,11,2.4976285714285713,8.456857142857142,-2.682285714285714
1915,1,12,16.334614285714284,6.178285714285715,-3.395285714285714
1915,1,13,18.502514285714284,5.363142857142857,-1.4995714285714286
1915,1,14,10.427214285714285,5.9637142857142855,-1.4841428571428572
1915,1,15,0.7678,5.220714285714285,-9.134142857142857
1915,1,16,0.8174428571428572,5.252857142857143,-9.479428571428572
1915,1,17,0.0,5.902571428571429,-8.759285714285713
1915,1,18,0.0,7.518,-8.273428571428571
1915,1,19,0.0,9.618714285714285,-7.031571428571429
1915,1,20,0.0,9.315714285714286,-5.7942857142857145
1915,1,21,0.006157142857142857,8.840285714285713,-3.9189999999999996
1915,1,22,0.0,10.082571428571429,-6.397857142857143
1915,1,23,0.0,9.075571428571427,-7.618571428571428
1915,1,24,1.9155714285714287,8.12257142857143,-2.212142857142857
1915,1,25,14.494942857142856,6.558714285714286,-0.9291428571428573
1915,1,26,1.9191285714285715,7.051714285714286,-1.433
1915,1,27,19.98842857142857,6.952857142857143,1.4588571428571429
1915,1,28,19.093271428571427,9.249714285714285,2.9495714285714287
1915,1,29,19.686414285714285,6.956571428571428,3.422428571428571
1915,1,30,22.0665,6.041285714285714,2.0615714285714284
1915,1,31,26.7779,6.050571428571429,1.6804285714285714
1915,2,1,32.12124285714286,5.666142857142857,1.0775714285714284
1915,2,2,31.8809,2.5615714285714284,-2.132285714285714
1915,2,3,19.6838,4.4874285714285715,-3.0545714285714283
1915,2,4,0.4143857142857143,6.603428571428571,-4.2818571428571435
1915,2,5,0.0,9.657714285714285,-7.526571428571429
1915,2,6,0.029871428571428573,9.100714285714284,-3.6507142857142854
1915,2,7,0.5140714285714285,9.741857142857143,-3.2417142857142855
1915,2,8,32.168171428571426,6.723857142857143,-1.8632857142857144
1915,2,9,56.3013,5.166285714285714,-2.083142857142857
1915,2,10,31.697814285714287,4.566857142857143,-1.5938571428571429
1915,2,11,10.021942857142857,3.9294285714285713,-1.816
1915,2,12,0.15227142857142859,5.402,-8.787428571428572
1915,2,13,0.0,7.491285714285714,-8.948
1915,2,14,0.0,8.981714285714286,-6.993428571428572
1915,2,15,0.33304285714285714,9.040142857142856,-4.437285714285714
1915,2,16,11.849871428571428,7.049142857142857,-0.6534285714285715
1915,2,17,22.777757142857144,6.514428571428572,0.8365714285714286
1915,2,18,6.4631,7.122428571428571,-0.584
1915,2,19,0.35747142857142855,7.617857142857143,-5.710857142857143
1915,2,20,17.949871428571427,6.610714285714286,-6.755
1915,2,21,3.3329,4.7507142857142854,-8.972
1915,2,22,7.125571428571429,4.572571428571428,-4.418285714285714
1915,2,23,1.4555571428571428,6.6242857142857146,-1.8071428571428572
1915,2,24,3.9896,6.194857142857143,-0.9660000000000001
1915,2,25,1.6093142857142857,7.856142857142856,-2.050142857142857
1915,2,26,2.624257142857143,8.685428571428572,-2.0861428571428573
1915,2,27,1.1930285714285713,8.485000000000001,-3.5975714285714284
1915,2,28,20.2106,6.519142857142857,-2.669
1915,3,1,1.2411285714285716,4.5724285714285715,-2.1795714285714283
1915,3,2,1.3895857142857142,6.882571428571429,-4.355571428571428
1915,3,3,0.0,9.283714285714286,-4.769285714285715
1915,3,4,0.0,9.446428571428571,-4.916428571428571
1915,3,5,0.0,10.278714285714285,-7.146285714285715
1915,3,6,0.0,8.869571428571428,-5.236571428571429
1915,3,7,0.07334285714285715,9.944142857142857,-4.390142857142857
1915,3,8,0.0,10.921714285714286,-3.799571428571429
1915,3,9,1.1367,7.811,-2.893
1915,3,10,0.7676714285714286,9.105857142857142,-3.102
1915,3,11,0.493,9.718285714285713,-3.4722857142857144
1915,3,12,0.024771428571428573,10.185571428571428,-1.2784285714285712
1915,3,13,0.0,11.345142857142857,0.4231428571428571
1915,3,14,0.0,12.855285714285714,0.10485714285714279
1915,3,15,0.0,14.454428571428572,-0.6184285714285714
1915,3,16,0.05998571428571428,16.009428571428572,-0.9744285714285715
1915,3,17,0.0,15.81585714285714,0.377
1915,3,18,0.0,15.310428571428572,0.7774285714285715
1915,3,19,0.0,16.853,-0.7214285714285714
1915,3,20,0.0,17.489428571428572,-2.109714285714286
1915,3,21,0.0,18.17357142857143,-0.6578571428571428
1915,3,22,0.0,18.325857142857142,-0.3581428571428572
1915,3,23,0.0,17.557714285714287,0.7974285714285715
1915,3,24,0.0,16.957714285714285,-0.05214285714285714
1915,3,25,0.0,13.754,-0.2827142857142857
1915,3,26,1.9608,9.582999999999998,2.3230000000000004
1915,3,27,1.4248,13.458714285714287,2.016
1915,3,28,39.51667142857143,8.017142857142858,0.7932857142857143
1915,3,29,8.568614285714286,9.248571428571429,-0.4675714285714285
1915,3,30,1.0757142857142856,8.564714285714285,-1.2204285714285714
1915,3,31,0.9410428571428572,12.920285714285713,1.1182857142857143
1915,4,1,0.0,14.747714285714284,0.16342857142857145
1915,4,2,0.0,14.105142857142857,1.510857142857143
1915,4,3,0.0,14.636857142857142,1.5397142857142858
1915,4,4,2.266642857142857,13.247,0.8038571428571428
1915,4,5,3.922885714285714,10.784857142857144,-1.2337142857142858
1915,4,6,0.4566571428571429,12.094714285714286,-1.2102857142857142
1915,4,7,8.068342857142857,10.947857142857144,-0.3638571428571429
1915,4,8,0.42907142857142855,11.890714285714287,-3.551428571428571
1915,4,9,1.9051428571428572,16.455857142857145,-0.46971428571428564
1915,4,10,0.0,18.148285714285716,0.4024285714285714
1915,4,11,0.0,17.508142857142857,0.20842857142857144
1915,4,12,0.7086714285714285,13.899857142857144,0.4797142857142857
1915,4,13,2.3284,10.419,-0.6524285714285715
1915,4,14,1.4115571428571427,13.80442857142857,-1.3611428571428572
1915,4,15,0.05561428571428571,16.930285714285713,-0.6857142857142857
1915,4,16,0.0,17.53857142857143,1.5350000000000001
1915,4,17,0.0,17.863714285714288,2.377
1915,4,18,0.7253999999999999,18.427000000000003,1.7665714285714285
1915,4,19,0.03302857142857143,18.396285714285714,1.7671428571428571
1915,4,20,0.07412857142857143,14.125142857142857,1.5194285714285714
1915,4,21,4.8135,11.573714285714285,2.088857142857143
1915,4,22,3.5343,9.787,0.7120000000000001
1915,4,23,0.7862142857142858,8.817,0.9722857142857143
1915,4,24,2.3305857142857143,11.037428571428572,-0.21442857142857155
1915,4,25,0.21752857142857143,10.305714285714286,0.38714285714285707
1915,4,26,0.3700142857142857,13.03857142857143,2.479
1915,4,27,0.5679428571428572,12.939,1.7492857142857143
1915,4,28,5.501042857142857,12.261714285714286,-0.3344285714285714
1915,4,29,9.341871428571428,8.709857142857144,-0.16514285714285715
1915,4,30,12.777328571428571,6.499,-1.8937142857142857
1915,5,1,6.680728571428571,4.5768571428571425,-2.560285714285714
1915,5,2,0.9630857142857142,5.276285714285714,-5.163142857142858
1915,5,3,2.0304571428571427,7.4044285714285705,-2.4654285714285713
1915,5,4,8.677757142857143,8.775428571428572,0.05842857142857141
1915,5,5,6.555514285714286,8.465285714285715,0.42100000000000004
1915,5,6,0.7328571428571428,11.243428571428572,-0.3797142857142856
1915,5,7,2.4927,12.682285714285713,0.06028571428571427
1915,5,8,1.4268999999999998,10.878,2.254
1915,5,9,8.753428571428572,11.264999999999999,1.4787142857142856
1915,5,10,5.122157142857143,13.655142857142858,2.4595714285714285
1915,5,11,19.948657142857144,10.877285714285714,2.7832857142857144
1915,5,12,17.106471428571428,10.299142857142858,3.0627142857142857
1915,5,13,25.226928571428573,10.474857142857143,1.4304285714285714
1915,5,14,0.7707428571428571,12.986714285714287,0.224
1915,5,15,0.0,16.591285714285714,1.1844285714285714
1915,5,16,0.09698571428571429,15.75557142857143,2.3424285714285715
1915,5,17,28.21617142857143,10.536142857142856,1.9057142857142857
1915,5,18,10.202914285714286,9.688571428571429,2.4524285714285714
1915,5,19,2.6717857142857144,10.480571428571428,0.7082857142857144
1915,5,20,0.0,12.663,0.34814285714285714
1915,5,21,0.0,14.660428571428572,2.218571428571429
1915,5,22,0.0,15.559000000000001,1.1552857142857142
1915,5,23,2.972328571428571,12.583142857142859,2.7182857142857144
1915,5,24,9.500757142857143,11.312285714285714,3.7555714285714283
1915,5,25,0.2310142857142857,15.358714285714285,-0.6621428571428571
1915,5,26,0.0,19.137857142857143,1.758857142857143
1915,5,27,0.0,22.34942857142857,3.4932857142857143
1915,5,28,0.008985714285714286,21.459714285714288,4.7548571428571424
1915,5,29,0.0,20.298,3.8560000000000003
1915,5,30,0.0,21.029285714285713,4.956
1915,5,31,0.0,22.11585714285714,6.497142857142857
1915,6,1,0.0,21.162714285714287,7.35
1915,6,2,0.0,20.94542857142857,7.174428571428571
1915,6,3,0.0,21.955714285714286,7.225285714285714
1915,6,4,0.0,22.534142857142857,7.108
1915,6,5,0.0,24.300142857142855,6.676
1915,6,6,0.0,24.919857142857143,7.351428571428571
1915,6,7,0.0,25.625999999999998,7.707285714285714
1915,6,8,0.0,25.201714285714285,7.631714285714286
1915,6,9,0.0,23.821571428571428,5.357714285714286
1915,6,10,0.0,21.031000000000002,4.891285714285714
