"Pr_total","Tas_mean","D_pr","D_pr_lm","D_tas","Model","Variant","SSP","Year","period"
1033.20806405104,12.032425623649,0.618899180788332,0.257219926265571,1.21791725784188,"MPI-ESM1-2-HR","r1i1p1f1","ssp370","Fut(2035-2064)",2049
1074.43603435995,12.1616893872234,2.07298105595089,-6.98862153376381,1.31365166388515,"MPI-ESM1-2-HR","r1i1p1f1","ssp585","Fut(2035-2064)",2049
1030.37681128648,11.7778857832462,-3.74489194237047,-4.85403463207041,0.863497991820134,"MPI-ESM1-2-HR","r2i1p1f1","ssp245","Fut(2035-2064)",2049
1048.82185365463,12.1353935665571,-5.26443469432062,0.241700484174931,1.18761380497052,"MPI-ESM1-2-HR","r2i1p1f1","ssp370","Fut(2035-2064)",2049
987.604235708493,12.2736355260773,-6.03510609221181,-4.81189756805118,1.45279354915712,"MPI-ESM1-2-HR","r2i1p1f1","ssp585","Fut(2035-2064)",2049
1031.36713501416,11.9833537455509,-3.84923953734379,-5.98055625451477,1.16664784601433,"MPI-ESM1-2-HR","r3i1p1f1","ssp370","Fut(2035-2064)",2049
1014.9264889907,12.1941602358505,-9.41741372115252,-3.29173044326237,1.43390715175863,"MPI-ESM1-2-HR","r10i1p1f1","ssp370","Fut(2035-2064)",2049
999.268588671378,11.9407598829226,-13.0222605593577,-9.31301798771272,1.37881216537788,"MPI-ESM1-2-HR","r4i1p1f1","ssp370","Fut(2035-2064)",2049
1022.30648505029,12.0316266786338,-8.46323110809563,-2.00965644932586,1.4234326439399,"MPI-ESM1-2-HR","r5i1p1f1","ssp370","Fut(2035-2064)",2049
984.248756668465,12.1283940217811,-3.29391727521793,1.75079449895084,1.04634558015864,"MPI-ESM1-2-HR","r6i1p1f1","ssp370","Fut(2035-2064)",2049
984.87096900366,12.0853400870518,-5.51163185098101,-3.96319462382964,1.45629986138048,"MPI-ESM1-2-HR","r7i1p1f1","ssp370","Fut(2035-2064)",2049
1062.38206936974,11.8988289656917,4.40719245573582,2.39556522808008,0.903880565168285,"MPI-ESM1-2-HR","r8i1p1f1","ssp370","Fut(2035-2064)",2049
1091.03894752016,11.8974748801012,8.86339019149941,0.936077965413166,1.06252256875702,"MPI-ESM1-2-HR","r9i1p1f1","ssp370","Fut(2035-2064)",2049
1067.64683556716,12.3841199760969,7.31945591209415,0.476279514953391,1.49234635845005,"MRI-ESM2-0","r1i1p1f1","ssp245","Fut(2035-2064)",2049
1065.14347496886,12.3877065811116,4.88163609491753,5.55738343266007,1.50679147765662,"MRI-ESM2-0","r1i1p1f1","ssp370","Fut(2035-2064)",2049
1022.00180738162,12.7594118340287,1.60485905060083,2.75114763576133,1.85891166256652,"MRI-ESM2-0","r1i1p1f1","ssp585","Fut(2035-2064)",2049
1059.3292090096,12.1772052796369,1.07345416559432,2.63193491875089,1.29307463141052,"MRI-ESM2-0","r2i1p1f1","ssp370","Fut(2035-2064)",2049
962.184862503125,12.3035799933155,-5.31719884774682,10.5788117298374,1.34062796347857,"MRI-ESM2-0","r3i1p1f1","ssp370","Fut(2035-2064)",2049
1142.66545430329,12.5365757222219,3.04450742494837,0.87306917284913,1.59065621159331,"MRI-ESM2-0","r4i1p1f1","ssp370","Fut(2035-2064)",2049
981.751888754099,12.2602736765212,-4.32201878428201,-3.56488169583592,1.20754107267702,"MRI-ESM2-0","r5i1p1f1","ssp370","Fut(2035-2064)",2049
1099.40320104016,13.0138621728704,10.1611931379379,9.6764068591335,2.17080942549563,"ACCESS-CM2","r1i1p1f1","ssp245","Fut(2036-2065)",2050
1071.85707903545,13.0700454490115,0.0419601157023575,7.56278670717248,2.21732673212747,"ACCESS-CM2","r1i1p1f1","ssp370","Fut(2036-2065)",2050
1055.70240468223,13.5379936509164,2.15101242963172,4.81096443180342,2.59447180498182,"ACCESS-CM2","r1i1p1f1","ssp585","Fut(2036-2065)",2050
1168.71897768703,12.9767766605794,8.09361744925135,6.55950995423465,1.96617530306339,"ACCESS-CM2","r2i1p1f1","ssp245","Fut(2036-2065)",2050
1068.00721501173,13.3319071945646,-3.42853800352483,0.202003882382046,2.37685230696732,"ACCESS-CM2","r2i1p1f1","ssp370","Fut(2036-2065)",2050
1180.36831189042,13.4726121384744,11.3586990737333,3.77976930590108,2.44190863785307,"ACCESS-CM2","r2i1p1f1","ssp585","Fut(2036-2065)",2050
1100.33451041552,13.0058401512976,4.21411309542314,6.9135672763444,1.92234082673792,"ACCESS-CM2","r3i1p1f1","ssp245","Fut(2036-2065)",2050
1088.8024989551,13.2935778073428,4.76473279246608,7.78363556303701,2.19565176855427,"ACCESS-CM2","r3i1p1f1","ssp370","Fut(2036-2065)",2050
1061.13862887509,13.4260248679622,1.84523526943087,4.59264493386328,2.29344363512747,"ACCESS-CM2","r3i1p1f1","ssp585","Fut(2036-2065)",2050
1015.49436681972,12.7266056120793,-7.68598277323974,-1.15560405801741,1.74797403598916,"CESM2-LENS","r1i1p1f1","ssp370","Fut(2036-2065)",2050
1084.83334061618,12.6111822210817,7.04605736441163,11.2431652177114,1.54162856197865,"CESM2-LENS","r10i1p1f1","ssp370","Fut(2036-2065)",2050
1066.43682982548,12.6647047244439,2.3795339895891,5.93778934671064,1.66769269201372,"CESM2-LENS","r4i1p1f1","ssp370","Fut(2036-2065)",2050
1087.11340253859,12.7079902456599,2.96683158187852,2.9322707668059,1.67051423090176,"CESM2-LENS","r5i1p1f1","ssp370","Fut(2036-2065)",2050
976.459781511982,12.6240723950129,-1.21067333969191,4.57323952334305,1.53089326084532,"CESM2-LENS","r6i1p1f1","ssp370","Fut(2036-2065)",2050
1013.66770514899,12.8760272647131,-9.37694850125744,-2.93401111864743,2.12318012131172,"CESM2-LENS","r7i1p1f1","ssp370","Fut(2036-2065)",2050
1081.22835005758,12.7041555608792,3.19776090058044,4.16578818677616,1.79661684647916,"CESM2-LENS","r8i1p1f1","ssp370","Fut(2036-2065)",2050
1049.45476495833,12.6348957119903,1.69286803878137,-1.07449986368647,1.52411252877738,"CESM2-LENS","r9i1p1f1","ssp370","Fut(2036-2065)",2050
1127.71463332813,12.3983863398888,9.66504990262372,5.66930908428105,1.42598024419012,"CNRM-ESM2-1","r1i1p1f2","ssp245","Fut(2036-2065)",2050
1081.1023581693,12.6157553283746,9.30630300870397,1.05463969272167,1.67379695249831,"CNRM-ESM2-1","r1i1p1f2","ssp370","Fut(2036-2065)",2050
1037.15079458384,13.0248974262369,-0.0564669173557908,-4.94628723662505,2.04826893563474,"CNRM-ESM2-1","r1i1p1f2","ssp585","Fut(2036-2065)",2050
1039.05677502683,12.7910439164834,-6.49381363185386,1.69387762627859,1.52885726527559,"EC-EARTH3-VEG","r1i1p1f1","ssp245","Fut(2036-2065)",2050
1211.56720542609,12.6747955084841,7.57497989268201,0.29896422474079,1.49373565241354,"EC-EARTH3-VEG","r1i1p1f1","ssp370","Fut(2036-2065)",2050
1077.78625026167,13.4340569532844,-1.43544531297038,-1.99344379483711,2.15738074164043,"EC-EARTH3-VEG","r1i1p1f1","ssp585","Fut(2036-2065)",2050
1026.8041849618,12.9212814240108,-3.87335631641776,-1.43581344309589,1.74875100323917,"EC-EARTH3-VEG","r2i1p1f1","ssp245","Fut(2036-2065)",2050
1107.92180198081,13.1483594935156,8.28439994535111,-3.08919138268904,2.06736858627571,"EC-EARTH3-VEG","r2i1p1f1","ssp370","Fut(2036-2065)",2050
1203.31728620708,13.4152294696077,16.5879444767755,1.47307779559571,2.22028232513989,"EC-EARTH3-VEG","r2i1p1f1","ssp585","Fut(2036-2065)",2050
1155.51386509823,12.7221658029601,6.3316377908812,2.24763972946315,1.63776669462627,"EC-EARTH3-VEG","r3i1p1f1","ssp245","Fut(2036-2065)",2050
1154.26486047184,12.6399990268915,3.96124420332871,4.20902370716037,1.66321464102527,"EC-EARTH3-VEG","r3i1p1f1","ssp370","Fut(2036-2065)",2050
1076.98600676989,13.0178213010852,-3.10950466996132,-2.34621313443213,2.05353453825427,"EC-EARTH3-VEG","r3i1p1f1","ssp585","Fut(2036-2065)",2050
1074.11917057947,13.0625266352484,4.09990929399331,-2.69171049813777,2.33122689164916,"EC-EARTH3-VEG","r4i1p1f1","ssp245","Fut(2036-2065)",2050
1071.57242685534,12.919644421005,1.51320298952412,0.39120558250002,2.2086126396195,"EC-EARTH3-VEG","r4i1p1f1","ssp370","Fut(2036-2065)",2050
1094.029134347,13.4199372014516,6.78349627108741,4.11425735958189,2.62751068897246,"EC-EARTH3-VEG","r4i1p1f1","ssp585","Fut(2036-2065)",2050
1028.77106988249,12.6419305928066,-3.75664545312204,-1.11978501752279,1.36036997366331,"EC-EARTH3-VEG","r5i1p1f1","ssp245","Fut(2036-2065)",2050
1089.52737385348,12.5501652845223,-3.13336547067283,-1.19191529738951,1.98641514306243,"EC-EARTH3","r1i1p1f1","ssp245","Fut(2036-2065)",2050
1008.2013921406,12.8151342789629,-3.9059285397063,-3.02526728699956,2.16512084770061,"EC-EARTH3","r1i1p1f1","ssp370","Fut(2036-2065)",2050
1085.6246212287,13.3799539087517,-2.6049544550698,-3.83883404797698,2.84136804180248,"EC-EARTH3","r1i1p1f1","ssp585","Fut(2036-2065)",2050
1039.75229455246,12.7325289247864,-1.11859073650489,7.91879931352087,1.78408501817163,"EC-EARTH3","r2i1p1f1","ssp245","Fut(2036-2065)",2050
1028.49275150732,12.9632384797718,-9.01928366554446,-3.92283146410322,2.26531324159944,"EC-EARTH3","r3i1p1f1","ssp585","Fut(2036-2065)",2050
1072.33198441447,12.5489895534227,-1.57577783303576,-2.21504396091236,1.62197090465691,"EC-EARTH3","r4i1p1f1","ssp245","Fut(2036-2065)",2050
1097.62546845063,12.820986623149,2.82941261772717,-1.76695137309518,1.82835471348079,"EC-EARTH3","r4i1p1f1","ssp370","Fut(2036-2065)",2050
1068.22074527681,13.1753419661714,-3.08429091162377,-5.52034831376845,2.16158322737483,"EC-EARTH3","r4i1p1f1","ssp585","Fut(2036-2065)",2050
1086.87332620376,12.0190667977385,3.35044006396966,4.63519567313655,1.08013504851736,"FGOALS-G3","r1i1p1f1","ssp245","Fut(2036-2065)",2050
1123.79361938693,12.2185404427324,13.5450721467595,6.6163007768771,1.26402558241845,"FGOALS-G3","r1i1p1f1","ssp370","Fut(2036-2065)",2050
1142.95288396475,12.5201439585935,12.2275823608092,16.5236441901007,1.52511170823291,"FGOALS-G3","r1i1p1f1","ssp585","Fut(2036-2065)",2050
1058.4593468628,12.0354859622133,-7.05444319245713,-10.3228796339553,1.40430518062269,"FGOALS-G3","r3i1p1f1","ssp245","Fut(2036-2065)",2050
1148.17776565963,12.3786525867941,3.76870554144074,0.278860796274514,1.51796363033637,"FGOALS-G3","r3i1p1f1","ssp370","Fut(2036-2065)",2050
1211.104293951,12.4144524382581,6.42389566466941,5.50601366372596,1.55019957994709,"FGOALS-G3","r3i1p1f1","ssp585","Fut(2036-2065)",2050
1127.7490643674,11.9326589053537,3.97229731616141,2.49602368270432,1.05648406353867,"FGOALS-G3","r4i1p1f1","ssp245","Fut(2036-2065)",2050
1141.16124355655,12.3769884599472,6.41724853022386,2.82607367547162,1.41501969090091,"FGOALS-G3","r4i1p1f1","ssp370","Fut(2036-2065)",2050
1143.89921272228,12.4243746403888,3.14115249571508,8.48462514085785,1.5405006259535,"FGOALS-G3","r4i1p1f1","ssp585","Fut(2036-2065)",2050
1152.43499476711,12.1808905719714,25.4775231847203,13.9580759175345,1.26522261372343,"FGOALS-G3","r5i1p1f1","ssp370","Fut(2036-2065)",2050
1103.04188631452,12.0495268222353,4.53886359231902,4.71249236635676,1.32479053956241,"GFDL-ESM4","r1i1p1f1","ssp245","Fut(2036-2065)",2050
960.900171128218,12.1935363715426,-5.50383911305336,-0.81506559100004,1.42222997673284,"GFDL-ESM4","r1i1p1f1","ssp370","Fut(2036-2065)",2050
1012.77132410436,12.3777976433047,-4.81399478970431,1.12796850788405,1.63567382549845,"GFDL-ESM4","r1i1p1f1","ssp585","Fut(2036-2065)",2050
1100.6548975364,12.1493023549069,-2.29957907454938,-3.22831019034374,1.25121884255986,"INM-CM5-0","r1i1p1f1","ssp245","Fut(2036-2065)",2050
1008.58226154538,12.439626842004,-7.37401464555036,-9.09494420228498,1.53553747243305,"INM-CM5-0","r1i1p1f1","ssp370","Fut(2036-2065)",2050
1087.4167101159,12.7824838665005,-2.01212314373906,-3.70448253109086,1.87718622410065,"INM-CM5-0","r1i1p1f1","ssp585","Fut(2036-2065)",2050
1176.85907370895,12.340619350368,8.23747752948681,1.78000284340399,1.5237885904757,"INM-CM5-0","r2i1p1f1","ssp370","Fut(2036-2065)",2050
1040.18113914849,12.5321888030091,-0.275285534232007,0.556224989462263,1.81714465605362,"INM-CM5-0","r3i1p1f1","ssp370","Fut(2036-2065)",2050
1085.62306899378,12.4663025393393,4.83204128338785,-4.07842895286333,1.76846297139161,"INM-CM5-0","r4i1p1f1","ssp370","Fut(2036-2065)",2050
1056.33758723062,12.3534740404183,0.736840156794053,3.28175427132463,1.67322812637652,"INM-CM5-0","r5i1p1f1","ssp370","Fut(2036-2065)",2050
1089.25939461566,12.6927091597142,0.167989554046554,1.25794598215936,1.69629299053875,"IPSL-CM6A-LR","r1i1p1f1","ssp245","Fut(2036-2065)",2050
1128.66905717798,12.9032610004177,3.43800602278531,0.811353924358473,1.85151068979682,"IPSL-CM6A-LR","r1i1p1f1","ssp370","Fut(2036-2065)",2050
1000.24987539759,13.3049353559139,-5.2339191389617,-9.09142166712843,2.24384558727063,"IPSL-CM6A-LR","r1i1p1f1","ssp585","Fut(2036-2065)",2050
1112.08798970936,12.8282937937203,-0.265806992378698,-5.3036282875015,1.77700321874314,"IPSL-CM6A-LR","r2i1p1f1","ssp245","Fut(2036-2065)",2050
1104.70348131117,12.9786297464373,2.47578803109961,-1.33818105440987,2.00194584010074,"IPSL-CM6A-LR","r2i1p1f1","ssp370","Fut(2036-2065)",2050
1146.24162778765,13.3079348279789,1.96082978688165,-4.39795597144372,2.42827234104079,"IPSL-CM6A-LR","r2i1p1f1","ssp585","Fut(2036-2065)",2050
998.06933448955,12.7916083630629,-4.03415101710163,5.0000469306132,1.74092649627806,"IPSL-CM6A-LR","r3i1p1f1","ssp245","Fut(2036-2065)",2050
1139.8779272886,13.0817790259047,6.09317747920847,2.78231782429954,2.05800391430803,"IPSL-CM6A-LR","r3i1p1f1","ssp370","Fut(2036-2065)",2050
1057.65205772163,13.2943321163597,0.678712786248256,2.30053897717505,2.2207717320823,"IPSL-CM6A-LR","r3i1p1f1","ssp585","Fut(2036-2065)",2050
1081.07079361449,12.9504481808072,3.05860954511164,2.2117879165537,1.89338860959919,"IPSL-CM6A-LR","r10i1p1f1","ssp370","Fut(2036-2065)",2050
1045.37858859465,12.6372916984633,-2.72403614524422,-1.94461473508085,1.78845518472525,"IPSL-CM6A-LR","r4i1p1f1","ssp245","Fut(2036-2065)",2050
1104.75856064129,12.9716387354102,5.80579403632389,-1.14736713706531,2.05962713104916,"IPSL-CM6A-LR","r4i1p1f1","ssp370","Fut(2036-2065)",2050
1127.43934637343,13.2815680814575,7.48018592511476,2.17534431951796,2.40511397105631,"IPSL-CM6A-LR","r4i1p1f1","ssp585","Fut(2036-2065)",2050
1028.9367474153,12.8345992293215,0.300548269394783,0.103197727704244,1.78878145499867,"IPSL-CM6A-LR","r5i1p1f1","ssp245","Fut(2036-2065)",2050
1124.88333454167,12.9262295818698,14.2576463917774,3.61779123771318,1.89757719930642,"IPSL-CM6A-LR","r5i1p1f1","ssp370","Fut(2036-2065)",2050
1089.92416025776,12.7993245147484,5.24406904026009,4.06548414746728,1.81795206094784,"IPSL-CM6A-LR","r6i1p1f1","ssp370","Fut(2036-2065)",2050
1015.10690994249,13.0374375201716,-4.65577341308667,-3.21424229433585,2.01492483950714,"IPSL-CM6A-LR","r7i1p1f1","ssp370","Fut(2036-2065)",2050
1165.60790385873,12.8115553874686,6.02590044118694,0.531874310464104,2.00383376904749,"IPSL-CM6A-LR","r8i1p1f1","ssp370","Fut(2036-2065)",2050
1062.48099504137,12.9326652922991,-4.38297670378169,-3.42010503279116,1.91868184539839,"IPSL-CM6A-LR","r9i1p1f1","ssp370","Fut(2036-2065)",2050
1132.68099355564,13.3781619607787,10.672070991875,2.90109240235614,2.2296908077375,"KACE-1-0-G","r1i1p1f1","ssp245","Fut(2036-2065)",2050
1090.40132171654,13.4165950179194,6.19794744952344,-1.15559816229028,2.28769093656522,"KACE-1-0-G","r1i1p1f1","ssp370","Fut(2036-2065)",2050
1074.73332566115,13.8050125238577,3.53981674666094,6.85319058897514,2.75205343861398,"KACE-1-0-G","r1i1p1f1","ssp585","Fut(2036-2065)",2050
1126.46078425793,13.4133885010795,2.21470508597417,-3.36705564986041,2.2852297674939,"KACE-1-0-G","r2i1p1f1","ssp245","Fut(2036-2065)",2050
1002.74278811772,13.5188193208959,-12.7252110105912,-4.56917305163617,2.44831143589115,"KACE-1-0-G","r2i1p1f1","ssp370","Fut(2036-2065)",2050
1008.77420620544,13.942919270664,-11.6040153683757,-3.10005650832419,2.84027398579726,"KACE-1-0-G","r2i1p1f1","ssp585","Fut(2036-2065)",2050
1157.77895909548,13.4248560182728,8.07256728523602,2.93027608504652,2.1500167836975,"KACE-1-0-G","r3i1p1f1","ssp245","Fut(2036-2065)",2050
1129.73323489686,13.4251372312581,12.6748712600113,7.99977301503726,2.09813452164188,"KACE-1-0-G","r3i1p1f1","ssp370","Fut(2036-2065)",2050
1079.12768933563,13.7784666209445,2.08073942578019,2.65111725597535,2.47432571547275,"KACE-1-0-G","r3i1p1f1","ssp585","Fut(2036-2065)",2050
1105.70892049061,12.2292073869439,4.02595414033558,-7.52895414013016,1.42595432718813,"MIROC6","r1i1p1f1","ssp245","Fut(2036-2065)",2050
1023.00979366313,12.6392684298265,-3.0014877522849,-1.22491337026188,1.83808817722129,"MIROC6","r1i1p1f1","ssp370","Fut(2036-2065)",2050
960.31885231273,12.9427497845242,-6.31262728173954,-5.48805612952008,2.0635488479365,"MIROC6","r1i1p1f1","ssp585","Fut(2036-2065)",2050
1077.02621994244,12.2105332142485,4.22070556700147,0.173592326993759,1.29077319450528,"MIROC6","r2i1p1f1","ssp245","Fut(2036-2065)",2050
1045.82335087038,12.3495088122659,-1.07655309649459,-5.93539709980739,1.54160427651723,"MIROC6","r2i1p1f1","ssp370","Fut(2036-2065)",2050
1041.11362639273,12.70967625891,2.25046548183368,3.28924439862307,1.8168617955947,"MIROC6","r2i1p1f1","ssp585","Fut(2036-2065)",2050
1101.6895847987,12.2137881935423,2.66071774983919,-2.6066060969718,1.16333546153293,"MIROC6","r3i1p1f1","ssp245","Fut(2036-2065)",2050
1057.40633929514,12.4721147939563,2.64341837012635,1.45390755663609,1.4977275867413,"MIROC6","r3i1p1f1","ssp370","Fut(2036-2065)",2050
986.827935731159,13.0666027759958,-10.1598232345466,-4.27385795132503,2.23848633341591,"MIROC6","r3i1p1f1","ssp585","Fut(2036-2065)",2050
1036.48568182814,12.9402890736881,3.06969442299347,-0.717668034077957,2.0136119424057,"MIROC6","r4i1p1f1","ssp585","Fut(2036-2065)",2050
1108.10296256418,12.6326937223285,-3.12930441865938,-9.41934866810136,1.9160378920302,"MIROC6","r5i1p1f1","ssp585","Fut(2036-2065)",2050
994.545358914529,11.80244701839,-5.83742894419675,-0.717697194878408,0.983674818101202,"MPI-ESM1-2-HR","r1i1p1f1","ssp245","Fut(2036-2065)",2050
1023.00092613488,12.0908983040686,-0.375122272047875,0.263201785015947,1.27638993826144,"MPI-ESM1-2-HR","r1i1p1f1","ssp370","Fut(2036-2065)",2050
1061.37521588568,12.2313637845244,0.832184364416228,-7.15114761594438,1.38332606118616,"MPI-ESM1-2-HR","r1i1p1f1","ssp585","Fut(2036-2065)",2050
1037.69441879516,11.7851133085167,-3.06130017889525,-4.96691915839762,0.870725517090587,"MPI-ESM1-2-HR","r2i1p1f1","ssp245","Fut(2036-2065)",2050
1046.80371605561,12.1396316231688,-5.44672438025905,0.247321425667364,1.19185186158217,"MPI-ESM1-2-HR","r2i1p1f1","ssp370","Fut(2036-2065)",2050
988.833893327715,12.2754444971574,-5.91811120341387,-4.92380216265704,1.45460252023716,"MPI-ESM1-2-HR","r2i1p1f1","ssp585","Fut(2036-2065)",2050
1035.2961516927,12.0263347271403,-3.48295101729375,-6.11963895810816,1.20962882760369,"MPI-ESM1-2-HR","r3i1p1f1","ssp370","Fut(2036-2065)",2050
1003.91117127143,12.2945383518844,-10.4005351378444,-3.36828231403592,1.53428526779255,"MPI-ESM1-2-HR","r10i1p1f1","ssp370","Fut(2036-2065)",2050
1001.60796653343,11.9487998560056,-12.8186378292473,-9.52959980138049,1.38685213846087,"MPI-ESM1-2-HR","r4i1p1f1","ssp370","Fut(2036-2065)",2050
1017.585428385,12.0570126623682,-8.88595196452689,-2.05639264582181,1.4488186276743,"MPI-ESM1-2-HR","r5i1p1f1","ssp370","Fut(2036-2065)",2050
1006.94598262338,12.1241836416895,-1.06383083015258,1.79151065008925,1.04213520006697,"MPI-ESM1-2-HR","r6i1p1f1","ssp370","Fut(2036-2065)",2050
980.829359866198,12.1315298535716,-5.89938320533479,-4.05536194066289,1.50248962790034,"MPI-ESM1-2-HR","r7i1p1f1","ssp370","Fut(2036-2065)",2050
1046.67093852564,11.9687433016929,2.86315749031975,2.45127604733773,0.973794901169439,"MPI-ESM1-2-HR","r8i1p1f1","ssp370","Fut(2036-2065)",2050
1086.11078647932,11.9424377139657,8.37166043287304,0.957847220422765,1.1074854026215,"MPI-ESM1-2-HR","r9i1p1f1","ssp370","Fut(2036-2065)",2050
1067.72119692587,12.4190127719258,7.32693068773391,0.487355782743002,1.52723915427897,"MRI-ESM2-0","r1i1p1f1","ssp245","Fut(2036-2065)",2050
1070.28310756665,12.421809199814,5.38772103882464,5.68662490783822,1.54089409635899,"MRI-ESM2-0","r1i1p1f1","ssp370","Fut(2036-2065)",2050
1041.27300939054,12.7986772173327,3.52075367007086,2.81512781333717,1.89817704587052,"MRI-ESM2-0","r1i1p1f1","ssp585","Fut(2036-2065)",2050
1083.82534292295,12.2322095457486,3.41069630643911,2.69314270755904,1.34807889752219,"MRI-ESM2-0","r2i1p1f1","ssp370","Fut(2036-2065)",2050
1000.49614224925,12.2952825517608,-1.54721719094377,10.8248306072755,1.33233052192385,"MRI-ESM2-0","r3i1p1f1","ssp370","Fut(2036-2065)",2050
1115.46215683051,12.5493101005332,0.59133937137725,0.893373107101453,1.6033905899046,"MRI-ESM2-0","r4i1p1f1","ssp370","Fut(2036-2065)",2050
980.772684994679,12.2558446569397,-4.41744843404721,-3.64778592132048,1.2031120530956,"MRI-ESM2-0","r5i1p1f1","ssp370","Fut(2036-2065)",2050
1091.06642184088,13.0716937645183,9.32584033684429,9.89632519684112,2.22864101714345,"ACCESS-CM2","r1i1p1f1","ssp245","Fut(2037-2066)",2051
1079.36678115443,13.1216818345058,0.742879421607989,7.73466822324459,2.26896311762174,"ACCESS-CM2","r1i1p1f1","ssp370","Fut(2037-2066)",2051
1044.24891736388,13.6345130724829,1.04275945963674,4.92030453252624,2.69099122654836,"ACCESS-CM2","r1i1p1f1","ssp585","Fut(2037-2066)",2051
1174.78529449372,13.0402027722351,8.65468485788225,6.7085897259218,2.02960141471908,"ACCESS-CM2","r2i1p1f1","ssp245","Fut(2037-2066)",2051
1085.87241636642,13.3662889226175,-1.81312886636378,0.206594879708909,2.41123403502018,"ACCESS-CM2","r2i1p1f1","ssp370","Fut(2037-2066)",2051
1180.20621570237,13.5410106449196,11.3434065413565,3.86567315376246,2.51030714429828,"ACCESS-CM2","r2i1p1f1","ssp585","Fut(2037-2066)",2051
1082.00673250046,13.0598509185775,2.47826540333738,7.07069380535224,1.97635159401781,"ACCESS-CM2","r3i1p1f1","ssp245","Fut(2037-2066)",2051
1080.98544681881,13.3592926102005,4.01257491344808,7.96053637128787,2.26136657141195,"ACCESS-CM2","r3i1p1f1","ssp370","Fut(2037-2066)",2051
1092.39636639029,13.4800895120868,4.84526895456829,4.69702322781469,2.34750827925205,"ACCESS-CM2","r3i1p1f1","ssp585","Fut(2037-2066)",2051
1035.78488728925,12.7812057256438,-5.84146298330723,-1.1818677866087,1.80257414955374,"CESM2-LENS","r1i1p1f1","ssp370","Fut(2037-2066)",2051
1065.77609168221,12.6586546429428,5.16558108642864,11.498691699932,1.58910098383975,"CESM2-LENS","r10i1p1f1","ssp370","Fut(2037-2066)",2051
1064.57484931523,12.7142287259656,2.20078106995546,6.07273910459041,1.71721669353543,"CESM2-LENS","r4i1p1f1","ssp370","Fut(2037-2066)",2051
1074.81625779605,12.7241631820502,1.80209749922764,2.9989132842333,1.68668716729206,"CESM2-LENS","r5i1p1f1","ssp370","Fut(2037-2066)",2051
991.017127643042,12.6587710231234,0.262106645185332,4.67717678523722,1.56559188895582,"CESM2-LENS","r6i1p1f1","ssp370","Fut(2037-2066)",2051
1013.51219577874,12.9208224887594,-9.39085121671104,-3.0006931895258,2.16797534535805,"CESM2-LENS","r7i1p1f1","ssp370","Fut(2037-2066)",2051
1066.34496060139,12.7253810343071,1.77721688098635,4.26046519102109,1.81784231990703,"CESM2-LENS","r8i1p1f1","ssp370","Fut(2037-2066)",2051
1028.14181957078,12.7130009999954,-0.372370611977046,-1.0989203151339,1.60221781678253,"CESM2-LENS","r9i1p1f1","ssp370","Fut(2037-2066)",2051
1130.53221792142,12.4355288463063,9.93904701669497,5.7981570180147,1.46312275060764,"CNRM-ESM2-1","r1i1p1f2","ssp245","Fut(2037-2066)",2051
1083.01318127644,12.6397594525767,9.49949934017743,1.07860877664719,1.69780107670041,"CNRM-ESM2-1","r1i1p1f2","ssp370","Fut(2037-2066)",2051
1056.17889771688,13.0951995514255,1.77714866189122,-5.05870285563927,2.11857106082331,"CNRM-ESM2-1","r1i1p1f2","ssp585","Fut(2037-2066)",2051
1051.08433581833,12.8078169810536,-5.41143645290198,1.73237484505764,1.54563032984579,"EC-EARTH3-VEG","r1i1p1f1","ssp245","Fut(2037-2066)",2051
1214.83462544498,12.7492250317554,7.86509392123823,0.305758866212162,1.56816517568485,"EC-EARTH3-VEG","r1i1p1f1","ssp370","Fut(2037-2066)",2051
1068.11405888362,13.5419180781356,-2.31997620747147,-2.03874933562886,2.26524186649167,"EC-EARTH3-VEG","r1i1p1f1","ssp585","Fut(2037-2066)",2051
1006.40892739847,12.9767683042795,-5.78270542634375,-1.46844556680261,1.80423788350795,"EC-EARTH3-VEG","r2i1p1f1","ssp245","Fut(2037-2066)",2051
1096.75157182647,13.1875645088215,7.19266073834965,-3.15940027775015,2.10657360158162,"EC-EARTH3-VEG","r2i1p1f1","ssp370","Fut(2037-2066)",2051
1197.01817827756,13.4742488964213,15.9776315909236,1.50655683640472,2.27930175195348,"EC-EARTH3-VEG","r2i1p1f1","ssp585","Fut(2037-2066)",2051
1181.25074001653,12.727056645919,8.69997290510224,2.29872245058733,1.6426575375852,"EC-EARTH3-VEG","r3i1p1f1","ssp245","Fut(2037-2066)",2051
1172.8938707544,12.6892356621025,5.63910441858294,4.30468333686857,1.71245127623627,"EC-EARTH3-VEG","r3i1p1f1","ssp370","Fut(2037-2066)",2051
1086.86188416011,13.1257506627377,-2.22102641105897,-2.39953616021467,2.16146389990679,"EC-EARTH3-VEG","r3i1p1f1","ssp585","Fut(2037-2066)",2051
1114.12412984716,13.0876499030609,7.97705137016566,-2.75288573673182,2.35635015946169,"EC-EARTH3-VEG","r4i1p1f1","ssp245","Fut(2037-2066)",2051
1079.45375805881,12.9360188932402,2.25982464032023,0.400096618465926,2.22498711185472,"EC-EARTH3-VEG","r4i1p1f1","ssp370","Fut(2037-2066)",2051
