"Pr_total","Tas_mean","D_pr","D_pr_lm","D_tas","Model","Variant","SSP","Year","period"
1084.35447340433,11.4198561793777,1.11981995768642,0.706518418867915,0.457887410331379,"FGOALS-G3","r4i1p1f1","ssp370","Fut(2003-2032)",2017
1054.46864070799,11.371452090812,-4.92247073552542,2.12115628521445,0.487578076376753,"FGOALS-G3","r4i1p1f1","ssp585","Fut(2003-2032)",2017
933.811069641498,11.3075089081993,1.67367415354178,3.48951897938368,0.391840949951272,"FGOALS-G3","r5i1p1f1","ssp370","Fut(2003-2032)",2017
1062.8056097933,11.2165339512759,0.725540929869491,1.1781230915892,0.491797668603043,"GFDL-ESM4","r1i1p1f1","ssp245","Fut(2003-2032)",2017
1008.45824737639,11.1576523021639,-0.826916619278866,-0.203766397750015,0.386345907354073,"GFDL-ESM4","r1i1p1f1","ssp370","Fut(2003-2032)",2017
1067.1141554496,11.0874645903048,0.29345336217214,0.281992126971008,0.345340772498565,"GFDL-ESM4","r1i1p1f1","ssp585","Fut(2003-2032)",2017
1102.82004418076,11.2900315240156,-2.10738828069346,-0.807077547585931,0.391948011668628,"INM-CM5-0","r1i1p1f1","ssp245","Fut(2003-2032)",2017
1133.91363036038,11.2802527819133,4.13614369743254,-2.27373605057126,0.376163412342345,"INM-CM5-0","r1i1p1f1","ssp370","Fut(2003-2032)",2017
1139.84026244068,11.4776939216896,2.7117996558477,-0.92612063277272,0.572396279289784,"INM-CM5-0","r1i1p1f1","ssp585","Fut(2003-2032)",2017
1111.23792392223,11.1906417376109,2.20220288686219,0.445000710850981,0.37381097771857,"INM-CM5-0","r2i1p1f1","ssp370","Fut(2003-2032)",2017
1085.39842012172,11.0854790859012,4.05980598421784,0.139056247365571,0.37043493894577,"INM-CM5-0","r3i1p1f1","ssp370","Fut(2003-2032)",2017
1105.98363288398,11.0291694770641,6.79813756049508,-1.01960723821584,0.331329909116464,"INM-CM5-0","r4i1p1f1","ssp370","Fut(2003-2032)",2017
999.884115456432,11.0488854352408,-4.64680275353937,0.820438567831146,0.368639521199096,"INM-CM5-0","r5i1p1f1","ssp370","Fut(2003-2032)",2017
1112.12312342661,11.2393694601414,2.27053166662492,0.314486495539851,0.242953290965986,"IPSL-CM6A-LR","r1i1p1f1","ssp245","Fut(2003-2032)",2017
1066.65221911252,11.3710325038226,-2.24558920695237,0.202838481089613,0.31928219320171,"IPSL-CM6A-LR","r1i1p1f1","ssp370","Fut(2003-2032)",2017
1084.33895135215,11.3817627059717,2.73288232479544,-2.27285541678211,0.320672937328432,"IPSL-CM6A-LR","r1i1p1f1","ssp585","Fut(2003-2032)",2017
1096.41828718125,11.6074487509893,-1.67109609789146,-1.32590707187539,0.556158176012152,"IPSL-CM6A-LR","r2i1p1f1","ssp245","Fut(2003-2032)",2017
1069.32436688276,11.312905430474,-0.806090493073044,-0.334545263602471,0.33622152413743,"IPSL-CM6A-LR","r2i1p1f1","ssp370","Fut(2003-2032)",2017
1010.93782099828,11.3887225151532,-10.0747551012668,-1.09948899286095,0.509060028215172,"IPSL-CM6A-LR","r2i1p1f1","ssp585","Fut(2003-2032)",2017
1048.14643818318,11.4588609083283,0.780836884537199,1.2500117326533,0.408179041543459,"IPSL-CM6A-LR","r3i1p1f1","ssp245","Fut(2003-2032)",2017
1081.84805666517,11.4142625584243,0.692096174132515,0.695579456074886,0.390487446827569,"IPSL-CM6A-LR","r3i1p1f1","ssp370","Fut(2003-2032)",2017
1071.34070576706,11.4993500125911,1.98174572126307,0.575134744293757,0.425789628313719,"IPSL-CM6A-LR","r3i1p1f1","ssp585","Fut(2003-2032)",2017
1014.08489522077,11.5786419869934,-3.32716425283313,0.552946979138435,0.521582415785417,"IPSL-CM6A-LR","r10i1p1f1","ssp370","Fut(2003-2032)",2017
1080.07775650159,11.3166500590838,0.504837145190511,-0.486153683770212,0.467813545345772,"IPSL-CM6A-LR","r4i1p1f1","ssp245","Fut(2003-2032)",2017
1118.94227513072,11.3427615338718,7.16420774534993,-0.286841784266338,0.430749929510766,"IPSL-CM6A-LR","r4i1p1f1","ssp370","Fut(2003-2032)",2017
1090.24816586572,11.451897399767,3.93470473483914,0.543836079879484,0.575443289365841,"IPSL-CM6A-LR","r4i1p1f1","ssp585","Fut(2003-2032)",2017
1089.93342990066,11.3671222936708,6.24649267391135,0.0257994319260712,0.321304519347891,"IPSL-CM6A-LR","r5i1p1f1","ssp245","Fut(2003-2032)",2017
1034.4181361069,11.4966831154387,5.06883512920023,0.904447809428311,0.468030732875354,"IPSL-CM6A-LR","r5i1p1f1","ssp370","Fut(2003-2032)",2017
1068.7283654787,11.3540840918278,3.197383802488,1.01637103686682,0.372711638027289,"IPSL-CM6A-LR","r6i1p1f1","ssp370","Fut(2003-2032)",2017
1013.35914220066,11.6568973859335,-4.81993303210511,-0.803560573583977,0.634384705269049,"IPSL-CM6A-LR","r7i1p1f1","ssp370","Fut(2003-2032)",2017
1068.00678827756,11.3164907586889,-2.85208170812782,0.132968577616031,0.508769140267784,"IPSL-CM6A-LR","r8i1p1f1","ssp370","Fut(2003-2032)",2017
1070.72976703814,11.4550240665741,-3.64063587334671,-0.855026258197781,0.441040619673371,"IPSL-CM6A-LR","r9i1p1f1","ssp370","Fut(2003-2032)",2017
1030.90414938009,11.8656305419114,0.727652229653453,0.725273100589029,0.71715938887016,"KACE-1-0-G","r1i1p1f1","ssp245","Fut(2003-2032)",2017
1013.87993161404,11.8940035388935,-1.25473479051369,-0.288899540572581,0.765099457539291,"KACE-1-0-G","r1i1p1f1","ssp370","Fut(2003-2032)",2017
987.838989724023,11.8477594812297,-4.83158423666508,1.71329764724379,0.79480039598597,"KACE-1-0-G","r1i1p1f1","ssp585","Fut(2003-2032)",2017
1080.49807906808,11.8274800541763,-1.95593664571207,-0.841763912465108,0.699321320590775,"KACE-1-0-G","r2i1p1f1","ssp245","Fut(2003-2032)",2017
1176.23354765327,11.8007974669109,2.37474244656565,-1.14229326290904,0.730289581906199,"KACE-1-0-G","r2i1p1f1","ssp370","Fut(2003-2032)",2017
1070.01419785546,11.8493533152781,-6.2377308941736,-0.775014127081052,0.746708030411398,"KACE-1-0-G","r2i1p1f1","ssp585","Fut(2003-2032)",2017
1061.88505516217,12.0056820265354,-0.878623530300662,0.732569021261619,0.730842791960173,"KACE-1-0-G","r3i1p1f1","ssp245","Fut(2003-2032)",2017
965.630669301752,12.0614736973824,-3.69203278486621,1.99994325375933,0.734470987766175,"KACE-1-0-G","r3i1p1f1","ssp370","Fut(2003-2032)",2017
1029.87093340693,11.9993485613028,-2.57873332856353,0.662779313993827,0.695207655831133,"KACE-1-0-G","r3i1p1f1","ssp585","Fut(2003-2032)",2017
1051.10437760907,11.3592575452862,-1.11128367007149,-1.88223853503255,0.556004485530408,"MIROC6","r1i1p1f1","ssp245","Fut(2003-2032)",2017
1062.23989889485,11.2017368378273,0.718185183760725,-0.306228342565476,0.400556585222064,"MIROC6","r1i1p1f1","ssp370","Fut(2003-2032)",2017
1075.84704660563,11.3119398386774,4.95814280896539,-1.37201403238002,0.432738902089703,"MIROC6","r1i1p1f1","ssp585","Fut(2003-2032)",2017
1001.66322161377,11.4248537020138,-3.07195334326988,0.0433980817484502,0.505093682270584,"MIROC6","r2i1p1f1","ssp245","Fut(2003-2032)",2017
1023.3099771666,11.1688407218019,-3.20607193574397,-1.48384927495185,0.360936186053221,"MIROC6","r2i1p1f1","ssp370","Fut(2003-2032)",2017
1006.58455949786,11.3135820880379,-1.14072359988747,0.822311099655768,0.420767624722648,"MIROC6","r2i1p1f1","ssp585","Fut(2003-2032)",2017
1017.09609323746,11.665672692194,-5.22210939173533,-0.65165152424296,0.61521996018465,"MIROC6","r3i1p1f1","ssp245","Fut(2003-2032)",2017
989.580814328238,11.54615576433,-3.94046852050063,0.363476889159012,0.571768557114973,"MIROC6","r3i1p1f1","ssp370","Fut(2003-2032)",2017
1096.40992577936,11.1830009094595,-0.18354976297476,-1.06846448783127,0.354884466879666,"MIROC6","r3i1p1f1","ssp585","Fut(2003-2032)",2017
1033.80573028239,11.3760309040617,2.80319601232361,-0.179417008519484,0.449353772779274,"MIROC6","r4i1p1f1","ssp585","Fut(2003-2032)",2017
1127.71679493335,11.0587628178609,-1.41465727050913,-2.35483716702534,0.342106987562628,"MIROC6","r5i1p1f1","ssp585","Fut(2003-2032)",2017
1078.54789622781,11.0747863181088,2.11584821679919,-0.179424298719597,0.256014117820023,"MPI-ESM1-2-HR","r1i1p1f1","ssp245","Fut(2003-2032)",2017
1054.53065980726,11.0685585360009,2.69539876234971,0.0658004462539868,0.254050170193729,"MPI-ESM1-2-HR","r1i1p1f1","ssp370","Fut(2003-2032)",2017
1109.49112791106,11.1171862922375,5.40326576860808,-1.78778690398606,0.269148568899219,"MPI-ESM1-2-HR","r1i1p1f1","ssp585","Fut(2003-2032)",2017
1075.49147844216,11.1004008490019,0.469602322724507,-1.24172978959944,0.18601305757579,"MPI-ESM1-2-HR","r2i1p1f1","ssp245","Fut(2003-2032)",2017
1107.74792504016,11.2751902376012,0.0581037944598578,0.0618303564168514,0.327410476014553,"MPI-ESM1-2-HR","r2i1p1f1","ssp370","Fut(2003-2032)",2017
1064.92080386107,11.0276911957556,1.32112311488457,-1.23095054066424,0.206849218835355,"MPI-ESM1-2-HR","r2i1p1f1","ssp585","Fut(2003-2032)",2017
1138.99776259472,11.0338351110398,6.18478844319896,-1.52990973952704,0.217129211503217,"MPI-ESM1-2-HR","r3i1p1f1","ssp370","Fut(2003-2032)",2017
1144.64488539301,11.1166169307312,2.16000391601125,-0.842070578508971,0.356363846639347,"MPI-ESM1-2-HR","r10i1p1f1","ssp370","Fut(2003-2032)",2017
1090.18732661742,10.8354467220551,-5.10856609423182,-2.38239995034506,0.273499004510382,"MPI-ESM1-2-HR","r4i1p1f1","ssp370","Fut(2003-2032)",2017
1018.04682754048,10.8911736100959,-8.84463853408349,-0.514098161455437,0.28297957540202,"MPI-ESM1-2-HR","r5i1p1f1","ssp370","Fut(2003-2032)",2017
1013.20485096033,11.3733826125157,-0.44887385402653,0.447877662522334,0.291334170893192,"MPI-ESM1-2-HR","r6i1p1f1","ssp370","Fut(2003-2032)",2017
1057.0592079524,10.9447932965379,1.41409660735484,-1.01384048516574,0.315753070866613,"MPI-ESM1-2-HR","r7i1p1f1","ssp370","Fut(2003-2032)",2017
983.229986797722,11.3684311200424,-3.37159726279927,0.612819011834423,0.373482719518938,"MPI-ESM1-2-HR","r8i1p1f1","ssp370","Fut(2003-2032)",2017
1096.45878662357,11.0064090326623,9.40417937270156,0.239461805105712,0.171456721318105,"MPI-ESM1-2-HR","r9i1p1f1","ssp370","Fut(2003-2032)",2017
1038.31282362209,11.2958135765443,4.37081213140874,0.121838945685767,0.404039958897439,"MRI-ESM2-0","r1i1p1f1","ssp245","Fut(2003-2032)",2017
1068.34651602477,11.293409415972,5.19703040030243,1.42165622695957,0.412494312517023,"MRI-ESM2-0","r1i1p1f1","ssp370","Fut(2003-2032)",2017
1009.33913037641,11.4548378491406,0.345967429249586,0.703781953334286,0.554337677678463,"MRI-ESM2-0","r1i1p1f1","ssp585","Fut(2003-2032)",2017
1068.65376367784,11.3915513481415,1.96313505125183,0.673285676889775,0.507420699915038,"MRI-ESM2-0","r2i1p1f1","ssp370","Fut(2003-2032)",2017
968.912925670399,11.4166911972361,-4.65513078595083,2.70620765181892,0.453739167399076,"MRI-ESM2-0","r3i1p1f1","ssp370","Fut(2003-2032)",2017
1090.41407927476,11.2776146589471,-1.66747295549797,0.223343276775348,0.331695148318527,"MRI-ESM2-0","r4i1p1f1","ssp370","Fut(2003-2032)",2017
1018.25250569381,11.4787481588503,-0.764800935328298,-0.911946480330109,0.42601555500616,"MRI-ESM2-0","r5i1p1f1","ssp370","Fut(2003-2032)",2017
996.451065878161,11.4664458904011,-0.154703736670045,2.63902005249095,0.623393143026311,"ACCESS-CM2","r1i1p1f1","ssp245","Fut(2004-2033)",2018
1124.1822704687,11.4687071620682,4.92574062785969,2.06257819286523,0.615988445184161,"ACCESS-CM2","r1i1p1f1","ssp370","Fut(2004-2033)",2018
1047.9457323947,11.6397806567534,1.40046765134706,1.31208120867367,0.696258810818831,"ACCESS-CM2","r1i1p1f1","ssp585","Fut(2004-2033)",2018
994.688599212886,11.7382718301152,-8.00227344879994,1.78895726024582,0.727670472599124,"ACCESS-CM2","r2i1p1f1","ssp245","Fut(2004-2033)",2018
976.237630602228,11.6687389195977,-11.726537126253,0.0550919679223646,0.713684032000362,"ACCESS-CM2","r2i1p1f1","ssp370","Fut(2004-2033)",2018
1047.83395529858,11.8536018778285,-1.14490118727701,1.03084617433667,0.822898377207141,"ACCESS-CM2","r2i1p1f1","ssp585","Fut(2004-2033)",2018
1017.01893943321,11.6777501195184,-3.67681303183334,1.88551834809393,0.594250794958668,"ACCESS-CM2","r3i1p1f1","ssp245","Fut(2004-2033)",2018
1018.60142488117,11.704414440598,-1.99002463521958,2.12280969901007,0.606488401809454,"ACCESS-CM2","r3i1p1f1","ssp370","Fut(2004-2033)",2018
997.464718930362,11.8388549013864,-4.26601557224248,1.25253952741724,0.70627366855174,"ACCESS-CM2","r3i1p1f1","ssp585","Fut(2004-2033)",2018
1087.44457075663,11.3866142542451,-1.14531392984465,-0.315164743095647,0.407982678154994,"CESM2-LENS","r1i1p1f1","ssp370","Fut(2004-2033)",2018
1019.26426154686,11.5036738751412,0.576020782203284,3.06631778664854,0.434120216038153,"CESM2-LENS","r10i1p1f1","ssp370","Fut(2004-2033)",2018
1022.1146158554,11.3974275786385,-1.87546497962841,1.61939709455747,0.400415546208286,"CESM2-LENS","r4i1p1f1","ssp370","Fut(2004-2033)",2018
1114.3264693414,11.4835549350349,5.54433937432035,0.799710209128871,0.44607892027682,"CESM2-LENS","r5i1p1f1","ssp370","Fut(2004-2033)",2018
953.420726314462,11.4834410728676,-3.54155556643185,1.24724714272991,0.390261938700043,"CESM2-LENS","r6i1p1f1","ssp370","Fut(2004-2033)",2018
994.12184669754,11.2704756238556,-11.1243705884323,-0.800184850540218,0.517628480454201,"CESM2-LENS","r7i1p1f1","ssp370","Fut(2004-2033)",2018
964.044758820861,11.5912216983157,-7.98681840616281,1.13612405093894,0.683682983915615,"CESM2-LENS","r8i1p1f1","ssp370","Fut(2004-2033)",2018
1006.41541723658,11.4342809129674,-2.47767351716367,-0.29304541736904,0.323497729754477,"CESM2-LENS","r9i1p1f1","ssp370","Fut(2004-2033)",2018
1088.57259521188,11.34693369936,5.85866712062362,1.54617520480393,0.37452760366134,"CNRM-ESM2-1","r1i1p1f2","ssp245","Fut(2004-2033)",2018
1070.00977394874,11.3779737715573,8.18477241282715,0.287629007105918,0.436015395681022,"CNRM-ESM2-1","r1i1p1f2","ssp370","Fut(2004-2033)",2018
1074.13268160515,11.3602877386199,3.50723902422422,-1.34898742817045,0.383659248017738,"CNRM-ESM2-1","r1i1p1f2","ssp585","Fut(2004-2033)",2018
1126.43821273534,11.6387588790037,1.36976533309473,0.461966625348703,0.376572227795899,"EC-EARTH3-VEG","r1i1p1f1","ssp245","Fut(2004-2033)",2018
1112.67260081237,11.3887406653768,-1.2058661513261,0.0815356976565649,0.207680809306238,"EC-EARTH3-VEG","r1i1p1f1","ssp370","Fut(2004-2033)",2018
1090.10016017174,11.6892802699497,-0.309326802507265,-0.543666489501032,0.412604058305757,"EC-EARTH3-VEG","r1i1p1f1","ssp585","Fut(2004-2033)",2018
1086.48626810405,11.8167385331712,1.71391964576789,-0.39158548448069,0.644208112399582,"EC-EARTH3-VEG","r2i1p1f1","ssp245","Fut(2004-2033)",2018
1131.56933389832,11.5325249554021,10.5956269645308,-0.84250674073338,0.451534048162289,"EC-EARTH3-VEG","r2i1p1f1","ssp370","Fut(2004-2033)",2018
1137.78928410399,11.8519175262199,10.2390162610512,0.401748489707904,0.656970381752084,"EC-EARTH3-VEG","r2i1p1f1","ssp585","Fut(2004-2033)",2018
1017.17024572765,11.5746116757473,-6.39889194996423,0.612992653489936,0.490212567413511,"EC-EARTH3-VEG","r3i1p1f1","ssp245","Fut(2004-2033)",2018
1138.06067146552,11.2332963440717,2.50178051514645,1.14791555649828,0.256511958205456,"EC-EARTH3-VEG","r3i1p1f1","ssp370","Fut(2004-2033)",2018
1164.35880663568,11.410988230541,4.75094458764647,-0.639876309390575,0.446701467710069,"EC-EARTH3-VEG","r3i1p1f1","ssp585","Fut(2004-2033)",2018
1018.25456398697,11.6029751521055,-1.31429486352657,-0.734102863128489,0.87167540850629,"EC-EARTH3-VEG","r4i1p1f1","ssp245","Fut(2004-2033)",2018
1089.62857069529,11.348782341514,3.22371452275984,0.106692431590911,0.637750560128476,"EC-EARTH3-VEG","r4i1p1f1","ssp370","Fut(2004-2033)",2018
1010.80666579043,11.600943261107,-1.33949230552442,1.12207018897688,0.808516748627842,"EC-EARTH3-VEG","r4i1p1f1","ssp585","Fut(2004-2033)",2018
1058.31425878159,11.6585656292924,-0.992827839173897,-0.305395913869857,0.377005010149157,"EC-EARTH3-VEG","r5i1p1f1","ssp245","Fut(2004-2033)",2018
1129.56554438493,11.3534561097977,0.426309049826386,-0.325067808378969,0.789705968337882,"EC-EARTH3","r1i1p1f1","ssp245","Fut(2004-2033)",2018
1058.46883152703,11.5416085263222,0.885180607911908,-0.825072896454417,0.89159509505993,"EC-EARTH3","r1i1p1f1","ssp370","Fut(2004-2033)",2018
1078.63515869369,11.3425021891238,-3.23200270786424,-1.04695474035735,0.803916322174546,"EC-EARTH3","r1i1p1f1","ssp585","Fut(2004-2033)",2018
988.623694035439,11.4722013914219,-5.98096815012627,2.15967254005113,0.52375748480708,"EC-EARTH3","r2i1p1f1","ssp245","Fut(2004-2033)",2018
1156.8003825051,11.0504001036824,2.33084025341089,-1.06986312657361,0.352474865510059,"EC-EARTH3","r3i1p1f1","ssp585","Fut(2004-2033)",2018
1111.90975721772,11.2314237613555,2.05687656865839,-0.60410289843064,0.304405112589704,"EC-EARTH3","r4i1p1f1","ssp245","Fut(2004-2033)",2018
1066.17051229895,11.2889504823011,-0.117398255347551,-0.481895829025962,0.296318572632938,"EC-EARTH3","r4i1p1f1","ssp370","Fut(2004-2033)",2018
1095.16009052997,11.3518472717863,-0.640183961697468,-1.50554954011865,0.338088532989776,"EC-EARTH3","r4i1p1f1","ssp585","Fut(2004-2033)",2018
1034.26503201632,11.3046577882563,-1.65206595416692,1.2641442744918,0.365726039035145,"FGOALS-G3","r1i1p1f1","ssp245","Fut(2004-2033)",2018
1057.86124896672,11.2521438456256,6.88344351048532,1.80444566642103,0.297628985311659,"FGOALS-G3","r1i1p1f1","ssp370","Fut(2004-2033)",2018
1040.92154395248,11.3902542374918,2.20903236171386,4.50644841548198,0.395221987131176,"FGOALS-G3","r1i1p1f1","ssp585","Fut(2004-2033)",2018
1086.30464485974,11.1403771042723,-4.60928860577551,-2.81533080926055,0.509196322681731,"FGOALS-G3","r3i1p1f1","ssp245","Fut(2004-2033)",2018
1038.34878491456,11.3491191477665,-6.15729329228874,0.0760529444385075,0.488430191308716,"FGOALS-G3","r3i1p1f1","ssp370","Fut(2004-2033)",2018
1062.73510138959,11.1813071380582,-6.61381508235033,1.50164009010706,0.317054279747245,"FGOALS-G3","r3i1p1f1","ssp585","Fut(2004-2033)",2018
1137.47417017303,11.3051077637876,4.86889889553943,0.680733731646623,0.42893292197259,"FGOALS-G3","r4i1p1f1","ssp245","Fut(2004-2033)",2018
1062.21542920731,11.4504287494027,-0.944722789308289,0.770747366037726,0.488459980356428,"FGOALS-G3","r4i1p1f1","ssp370","Fut(2004-2033)",2018
1047.59806706503,11.4058085413942,-5.54196489721387,2.31398867477938,0.521934526958917,"FGOALS-G3","r4i1p1f1","ssp585","Fut(2004-2033)",2018
938.953452939064,11.3952185882249,2.23357863611562,3.80674797750948,0.479550629976858,"FGOALS-G3","r5i1p1f1","ssp370","Fut(2004-2033)",2018
1077.28057015291,11.232013961655,2.09737995548676,1.28522519082459,0.507277678982126,"GFDL-ESM4","r1i1p1f1","ssp245","Fut(2004-2033)",2018
1021.17175880045,11.1642065289491,0.423346474706157,-0.222290615727278,0.392900134139337,"GFDL-ESM4","r1i1p1f1","ssp370","Fut(2004-2033)",2018
1088.67658879326,11.0975132980439,2.32001339971221,0.307627774877472,0.355389480237587,"GFDL-ESM4","r1i1p1f1","ssp585","Fut(2004-2033)",2018
1117.06530480035,11.277002161896,-0.842897510841281,-0.880448233730108,0.378918649548956,"INM-CM5-0","r1i1p1f1","ssp245","Fut(2004-2033)",2018
1136.7140288471,11.287710581435,4.39332615949507,-2.48043932789589,0.383621211864089,"INM-CM5-0","r1i1p1f1","ssp370","Fut(2004-2033)",2018
1145.80462261699,11.5059099142741,3.24925230398707,-1.01031341757024,0.600612271874281,"INM-CM5-0","r1i1p1f1","ssp585","Fut(2004-2033)",2018
1096.18208133403,11.2406570177586,0.8174946747802,0.485455320928362,0.423826257866301,"INM-CM5-0","r2i1p1f1","ssp370","Fut(2004-2033)",2018
1082.93642183526,11.1582139057491,3.82376817609735,0.151697724398809,0.443169758793676,"INM-CM5-0","r3i1p1f1","ssp370","Fut(2004-2033)",2018
1096.36324395317,11.0798139117425,5.86915489757858,-1.11229880532637,0.381974343794813,"INM-CM5-0","r4i1p1f1","ssp370","Fut(2004-2033)",2018
995.680569215122,11.0767081855141,-5.04767078183009,0.895023892179444,0.396462271472355,"INM-CM5-0","r5i1p1f1","ssp370","Fut(2004-2033)",2018
1104.09880786484,11.2743348271583,1.53261784982237,0.34307617695255,0.277918657982857,"IPSL-CM6A-LR","r1i1p1f1","ssp245","Fut(2004-2033)",2018
1056.25687306977,11.3866924432111,-3.19828110520236,0.221278343006862,0.334942132590266,"IPSL-CM6A-LR","r1i1p1f1","ssp370","Fut(2004-2033)",2018
1083.12743318964,11.4072133633516,2.6181001778765,-2.47947863648956,0.346123594708256,"IPSL-CM6A-LR","r1i1p1f1","ssp585","Fut(2004-2033)",2018
1095.30438205875,11.6106738925679,-1.77099325486785,-1.4464440784095,0.559383317590754,"IPSL-CM6A-LR","r2i1p1f1","ssp245","Fut(2004-2033)",2018
1061.36366347311,11.3595241390631,-1.54455051332891,-0.364958469384505,0.382840232726481,"IPSL-CM6A-LR","r2i1p1f1","ssp370","Fut(2004-2033)",2018
1008.24003417537,11.3943963909636,-10.3147294455799,-1.19944253766649,0.514733904025563,"IPSL-CM6A-LR","r2i1p1f1","ssp585","Fut(2004-2033)",2018
1064.70623832587,11.5172251329517,2.37308626518078,1.3636491628945,0.466543266166839,"IPSL-CM6A-LR","r3i1p1f1","ssp245","Fut(2004-2033)",2018
1092.90253877834,11.4449963038149,1.72098278093249,0.758813952081685,0.421221192218175,"IPSL-CM6A-LR","r3i1p1f1","ssp370","Fut(2004-2033)",2018
1075.88996585905,11.4964965648056,2.4147932881332,0.627419721047731,0.422936180528257,"IPSL-CM6A-LR","r3i1p1f1","ssp585","Fut(2004-2033)",2018
985.472710488777,11.6124867918192,-6.05476728488667,0.603214886332834,0.555427220611215,"IPSL-CM6A-LR","r10i1p1f1","ssp370","Fut(2004-2033)",2018
1094.55559589732,11.3136305372902,1.85204838245879,-0.530349473203881,0.464794023552226,"IPSL-CM6A-LR","r4i1p1f1","ssp245","Fut(2004-2033)",2018
1108.18335041069,11.376239892264,6.13379565936533,-0.312918310108718,0.464228287902975,"IPSL-CM6A-LR","r4i1p1f1","ssp370","Fut(2004-2033)",2018
1090.32517899619,11.4706479804328,3.94204649172227,0.593275723504897,0.594193870031583,"IPSL-CM6A-LR","r4i1p1f1","ssp585","Fut(2004-2033)",2018
1120.53123428767,11.3947109270883,9.22916052357859,0.0281448348284376,0.348893152765431,"IPSL-CM6A-LR","r5i1p1f1","ssp245","Fut(2004-2033)",2018
1049.07752303453,11.5180992295976,6.55783136237845,0.986670337558146,0.489446847034243,"IPSL-CM6A-LR","r5i1p1f1","ssp370","Fut(2004-2033)",2018
1072.95827638001,11.3868722246799,3.60582784948171,1.10876840385472,0.40549977087937,"IPSL-CM6A-LR","r6i1p1f1","ssp370","Fut(2004-2033)",2018
1027.53040751502,11.6928943442591,-3.4888926087548,-0.876611534818875,0.670381663594592,"IPSL-CM6A-LR","r7i1p1f1","ssp370","Fut(2004-2033)",2018
1084.63333981363,11.3839612908091,-1.3396991204599,0.145056630126574,0.576239672387983,"IPSL-CM6A-LR","r8i1p1f1","ssp370","Fut(2004-2033)",2018
1042.13491765123,11.5025059923461,-6.21400367262078,-0.932755918033954,0.488522545445397,"IPSL-CM6A-LR","r9i1p1f1","ssp370","Fut(2004-2033)",2018
1012.35394740399,11.9026741554797,-1.08485215745358,0.791207018824393,0.75420300243842,"KACE-1-0-G","r1i1p1f1","ssp245","Fut(2004-2033)",2018
990.798814588439,11.9273486391049,-3.50268442533451,-0.31516313517008,0.798444557750706,"KACE-1-0-G","r1i1p1f1","ssp370","Fut(2004-2033)",2018
967.211444798476,11.9376438312722,-6.81884207126399,1.8690519788114,0.88468474602843,"KACE-1-0-G","r1i1p1f1","ssp585","Fut(2004-2033)",2018
1092.0375054007,11.8795783005126,-0.908852649594568,-0.918287904507381,0.751419566927037,"KACE-1-0-G","r2i1p1f1","ssp245","Fut(2004-2033)",2018
1179.43698033533,11.8614816228818,2.6535566297052,-1.24613810499169,0.790973737877005,"KACE-1-0-G","r2i1p1f1","ssp370","Fut(2004-2033)",2018
1075.07340782078,11.8880563862866,-5.79440686428533,-0.845469956815681,0.785411101419834,"KACE-1-0-G","r2i1p1f1","ssp585","Fut(2004-2033)",2018
1056.40435135737,12.0556875143344,-1.39021836112819,0.799166205012679,0.78084827975916,"KACE-1-0-G","r3i1p1f1","ssp245","Fut(2004-2033)",2018
964.149120548116,12.1370694535265,-3.83979626559315,2.18175627682835,0.810066743910291,"KACE-1-0-G","r3i1p1f1","ssp370","Fut(2004-2033)",2018
1049.95971750722,12.0397935838997,-0.678422591114885,0.723031978902372,0.735652678427996,"KACE-1-0-G","r3i1p1f1","ssp585","Fut(2004-2033)",2018
1065.57415266152,11.3698652960757,0.250044006799309,-2.05335112912643,0.566612236319909,"MIROC6","r1i1p1f1","ssp245","Fut(2004-2033)",2018
1067.28227262872,11.2111303191377,1.19628691202529,-0.3340672827987,0.409950066532502,"MIROC6","r1i1p1f1","ssp370","Fut(2004-2033)",2018
1073.86038021418,11.3307825253246,4.76432639659994,-1.4967425807782,0.451581588736861,"MIROC6","r1i1p1f1","ssp585","Fut(2004-2033)",2018
994.371776379488,11.4630535628979,-3.77752536449735,0.047343361907387,0.543293543154608,"MIROC6","r2i1p1f1","ssp245","Fut(2004-2033)",2018
1031.89381449321,11.218425121344,-2.39413483824033,-1.61874466358385,0.410520585595298,"MIROC6","r2i1p1f1","ssp370","Fut(2004-2033)",2018
978.590742492013,11.3789176084337,-3.89006886528262,0.897066654169931,0.486103145118401,"MIROC6","r2i1p1f1","ssp585","Fut(2004-2033)",2018
1012.03897745588,11.693701691291,-5.69335568746635,-0.710892571901396,0.643248959281715,"MIROC6","r3i1p1f1","ssp245","Fut(2004-2033)",2018
992.413228332449,11.5843790406124,-3.66552345460911,0.396520242718932,0.609991833397403,"MIROC6","r3i1p1f1","ssp370","Fut(2004-2033)",2018
1102.6079946313,11.2045359191667,0.380718414993156,-1.16559762308863,0.376419476586841,"MIROC6","r3i1p1f1","ssp585","Fut(2004-2033)",2018
1047.39294780556,11.3964813545359,4.15432934945,-0.19572764565763,0.469804223253503,"MIROC6","r4i1p1f1","ssp585","Fut(2004-2033)",2018
1119.8889168041,11.1194200739116,-2.09897274021196,-2.56891327311858,0.402764243613319,"MIROC6","r5i1p1f1","ssp585","Fut(2004-2033)",2018
