"Model","SSP","Pr_total","Tas_mean","D_pr","D_pr_lm","D_tas","Variant","Year","period","model_ssp"
"ACCESS-CM2","ssp370",1047.15178425329,11.0835669081179,-2.336612472228,0.297959270225148,0.115000360361279,NA,"Fut(1994-2023)",2008,NA
"ACCESS-CM2","ssp585",1017.12106751437,11.202911202555,-2.67885251237296,0.185928933999841,0.167309009424834,NA,"Fut(1994-2023)",2008,NA
"CESM2-LENS","ssp370",1048.44940868357,11.0995533528032,-0.119139292715551,0.176225992268564,0.106175670607726,NA,"Fut(1994-2023)",2008,NA
"EC-EARTH3","ssp245",1078.95995578278,10.9168530017869,-0.885091967055401,0.129314927432722,0.103782102840032,NA,"Fut(1994-2023)",2008,NA
"EC-EARTH3","ssp370",1035.83380656688,10.9529813071241,-2.1231031633927,-0.144521893061,0.131658636658885,NA,"Fut(1994-2023)",2008,NA
"EC-EARTH3","ssp585",1104.65936112329,10.8487348700401,-0.996335364355092,-0.188782161154267,0.0986449220674093,NA,"Fut(1994-2023)",2008,NA
"EC-EARTH3-VEG","ssp245",1074.80367499976,11.2253446450565,0.133647841402688,0.0452879533821129,0.118949336445398,NA,"Fut(1994-2023)",2008,NA
"EC-EARTH3-VEG","ssp370",1093.22387049045,11.0811004972737,1.33477963739887,0.0215428233856178,0.0936337646331697,NA,"Fut(1994-2023)",2008,NA
"EC-EARTH3-VEG","ssp585",1075.39294251504,11.177946076782,0.936206453745511,0.00242698934800123,0.120861918926552,NA,"Fut(1994-2023)",2008,NA
"FGOALS-G3","ssp245",1077.32393068377,10.9372174543201,-1.3167556813622,-0.00811378417616311,0.121788330111219,NA,"Fut(1994-2023)",2008,NA
"FGOALS-G3","ssp370",1012.94901184185,11.0182129440855,-0.861288697286283,0.230119372286802,0.0950028080689851,NA,"Fut(1994-2023)",2008,NA
"FGOALS-G3","ssp585",1067.34932024798,11.0315099892837,-1.94269645711876,0.347327384708957,0.117123614914785,NA,"Fut(1994-2023)",2008,NA
"INM-CM5-0","ssp370",1057.63763037624,10.8385304550566,-0.287140973912853,0.0123402261775471,0.0757205033750292,NA,"Fut(1994-2023)",2008,NA
"IPSL-CM6A-LR","ssp245",1066.77796233929,11.0748059420499,-0.170807911028436,0.0290917929734702,0.0761973622502357,NA,"Fut(1994-2023)",2008,NA
"IPSL-CM6A-LR","ssp370",1060.248574036,11.0646198582316,-0.27813703225981,0.121509988096695,0.0770675495842426,NA,"Fut(1994-2023)",2008,NA
"IPSL-CM6A-LR","ssp585",1066.16127784103,11.0760276562115,-0.339845403511905,0.0307274288484376,0.103335968646562,NA,"Fut(1994-2023)",2008,NA
"KACE-1-0-G","ssp245",1061.85925082588,11.3042350056061,-0.35130249411838,0.191005572144647,0.120411965205419,NA,"Fut(1994-2023)",2008,NA
"KACE-1-0-G","ssp370",1055.08327026137,11.3156350690595,-0.41250931890055,0.119555014585472,0.140163510401152,NA,"Fut(1994-2023)",2008,NA
"KACE-1-0-G","ssp585",1058.60047150939,11.2796631085063,-1.87001285478828,0.280293914058962,0.126414683312241,NA,"Fut(1994-2023)",2008,NA
"MIROC6","ssp245",1044.81031639332,11.0329256749395,-1.1052653224323,-0.021552887525035,0.108437071103369,NA,"Fut(1994-2023)",2008,NA
"MIROC6","ssp370",1037.35768270297,10.9404700280166,-0.953889606944562,-0.00785174996928205,0.0793126961603203,NA,"Fut(1994-2023)",2008,NA
"MIROC6","ssp585",1052.59464067025,10.9513644014566,-0.532822306795621,0.000354340239940257,0.102671440643874,NA,"Fut(1994-2023)",2008,NA
"MPI-ESM1-2-HR","ssp245",1071.90096397566,10.9205312700855,0.805819256927822,-0.109430557506149,0.0539512742280337,NA,"Fut(1994-2023)",2008,NA
"MPI-ESM1-2-HR","ssp370",1066.78857327571,10.8585038054871,-0.0441837947079191,-0.0317108983833321,0.0534659812448588,NA,"Fut(1994-2023)",2008,NA
"MPI-ESM1-2-HR","ssp585",1058.6167654049,10.8680393015432,0.645671953518297,-0.196941347199897,0.0335994514140019,NA,"Fut(1994-2023)",2008,NA
"MRI-ESM2-0","ssp370",1045.3642744724,11.0388081347922,0.229180572235772,0.189331839819008,0.093478155593937,NA,"Fut(1994-2023)",2008,NA
"ACCESS-CM2","ssp245",1003.616781049,11.1781501134231,-3.9615009951407,0.66639741187633,0.199098970272873,NA,"Fut(1995-2024)",2009,NA
"ACCESS-CM2","ssp370",1034.52283881978,11.1684204363585,-3.51446043131831,0.446938905337738,0.199853888601883,NA,"Fut(1995-2024)",2009,NA
"ACCESS-CM2","ssp585",1022.70897956244,11.2835000018602,-2.14418458546835,0.278893400999765,0.247897808730048,NA,"Fut(1995-2024)",2009,NA
"CESM2-LENS","ssp370",1054.14961460929,11.1283270128275,0.423892606919963,0.264338988402847,0.134949330632068,NA,"Fut(1995-2024)",2009,NA
"EC-EARTH3","ssp245",1074.09888124638,10.9720330201925,-1.33163769197693,0.193972391149104,0.158962121245665,NA,"Fut(1995-2024)",2009,NA
"EC-EARTH3","ssp370",1032.59618192478,11.0285267388926,-2.42902931784159,-0.216782839591489,0.20720406842733,NA,"Fut(1995-2024)",2009,NA
"EC-EARTH3","ssp585",1103.28094757922,10.8872720165358,-1.11987389310788,-0.283173241731397,0.137182068563092,NA,"Fut(1995-2024)",2009,NA
"EC-EARTH3-VEG","ssp245",1081.92233846824,11.2787381251343,0.796855232142666,0.0679319300731651,0.172342816523173,NA,"Fut(1995-2024)",2009,NA
"EC-EARTH3-VEG","ssp370",1093.2477545067,11.1274035647727,1.3369935311756,0.0323142350784294,0.139936832132129,NA,"Fut(1995-2024)",2009,NA
"EC-EARTH3-VEG","ssp585",1090.40000275831,11.2329841993597,2.34476668423682,0.00364048402200667,0.175900041504185,NA,"Fut(1995-2024)",2009,NA
"FGOALS-G3","ssp245",1080.09965814232,11.0012597352944,-1.06249808700922,-0.0121706762642394,0.185830611085509,NA,"Fut(1995-2024)",2009,NA
"FGOALS-G3","ssp370",1022.75046352692,11.077929796441,0.0979928436342102,0.345179058430197,0.154719660424561,NA,"Fut(1995-2024)",2009,NA
"FGOALS-G3","ssp585",1059.16268425428,11.0896108527893,-2.69480210369674,0.520991077063442,0.17522447842037,NA,"Fut(1995-2024)",2009,NA
"INM-CM5-0","ssp370",1061.32089780817,10.8784280699212,0.0601132421311765,0.0185103392663162,0.115618118239546,NA,"Fut(1995-2024)",2009,NA
"IPSL-CM6A-LR","ssp245",1064.91317517505,11.1065893138365,-0.345314886797305,0.0436376894602071,0.107980734036854,NA,"Fut(1995-2024)",2009,NA
"IPSL-CM6A-LR","ssp370",1055.57885816789,11.1056081041381,-0.717347965716253,0.182264982145039,0.118055795490712,NA,"Fut(1995-2024)",2009,NA
"IPSL-CM6A-LR","ssp585",1062.89317104331,11.115899055602,-0.64533392149523,0.0460911432726644,0.143207368037027,NA,"Fut(1995-2024)",2009,NA
"KACE-1-0-G","ssp245",1060.96880535647,11.3636270824972,-0.434865104847823,0.286508358216971,0.179804042096494,NA,"Fut(1995-2024)",2009,NA
"KACE-1-0-G","ssp370",1052.32342592598,11.3945869998882,-0.673006267130551,0.179332521878199,0.219115441229825,NA,"Fut(1995-2024)",2009,NA
"KACE-1-0-G","ssp585",1039.57423336655,11.3468935995395,-3.63370421392471,0.420440871088459,0.193645174345404,NA,"Fut(1995-2024)",2009,NA
"MIROC6","ssp245",1043.44462552837,11.1012371711999,-1.23453245697506,-0.0323293312875452,0.176748567363811,NA,"Fut(1995-2024)",2009,NA
"MIROC6","ssp370",1040.88549478233,11.0087137345159,-0.617056834137131,-0.01177762495392,0.147556402659626,NA,"Fut(1995-2024)",2009,NA
"MIROC6","ssp585",1048.63941772263,11.0086466340848,-0.906579543007128,0.000531510359922177,0.159953673272094,NA,"Fut(1995-2024)",2009,NA
"MPI-ESM1-2-HR","ssp245",1084.31262149884,10.9489755089088,1.97306077177812,-0.164145836259228,0.0823955130513312,NA,"Fut(1995-2024)",2009,NA
"MPI-ESM1-2-HR","ssp370",1064.21938714489,10.8807079126543,-0.284911060749788,-0.047566347574996,0.0756700884120409,NA,"Fut(1995-2024)",2009,NA
"MPI-ESM1-2-HR","ssp585",1065.93197825459,10.8996314151376,1.34114980423778,-0.295412020799845,0.0651915650083303,NA,"Fut(1995-2024)",2009,NA
"MRI-ESM2-0","ssp370",1049.62142677427,11.0634268387651,0.63735492562421,0.28399775972854,0.118096859566908,NA,"Fut(1995-2024)",2009,NA
"ACCESS-CM2","ssp245",1006.14483718034,11.2457724120117,-3.71958523522294,0.888529882501778,0.266721268861545,NA,"Fut(1996-2025)",2010,NA
"ACCESS-CM2","ssp370",1038.17760447566,11.2118483941468,-3.17359600274049,0.595918540450289,0.243281846390172,NA,"Fut(1996-2025)",2010,NA
"ACCESS-CM2","ssp585",1030.00651148546,11.3545318464464,-1.44593518010404,0.371857867999689,0.318929653316154,NA,"Fut(1996-2025)",2010,NA
"CESM2-LENS","ssp370",1048.48379584407,11.1814732999739,-0.115863389120172,0.35245198453713,0.188095617778467,NA,"Fut(1996-2025)",2010,NA
"EC-EARTH3","ssp245",1072.88377307003,11.0072857336269,-1.44325938331313,0.258629854865478,0.194214834680022,NA,"Fut(1996-2025)",2010,NA
"EC-EARTH3","ssp370",1024.36160086078,11.0762502971284,-3.20712251791256,-0.289043786121989,0.254927626663179,NA,"Fut(1996-2025)",2010,NA
"EC-EARTH3","ssp585",1101.54385945553,10.8966329279828,-1.27555816655303,-0.377564322308533,0.146542980010125,NA,"Fut(1996-2025)",2010,NA
"EC-EARTH3-VEG","ssp245",1090.10156241618,11.3197043550651,1.55886930919651,0.0905759067642216,0.213309046453992,NA,"Fut(1996-2025)",2010,NA
"EC-EARTH3-VEG","ssp370",1107.30275380901,11.1476742934674,2.63980103067164,0.0430856467712356,0.160207560826906,NA,"Fut(1996-2025)",2010,NA
"EC-EARTH3-VEG","ssp585",1098.01831173882,11.2654113107363,3.05981992448535,0.00485397869600221,0.208327152880827,NA,"Fut(1996-2025)",2010,NA
"FGOALS-G3","ssp245",1092.89110824701,11.0069831093447,0.109203162650994,-0.0162275683523408,0.191553985135801,NA,"Fut(1996-2025)",2010,NA
"FGOALS-G3","ssp370",1031.82311761206,11.098216391434,0.985945962282407,0.460238744573604,0.175006255417538,NA,"Fut(1996-2025)",2010,NA
"FGOALS-G3","ssp585",1061.95128625641,11.1022580868032,-2.43861344287505,0.694654769417921,0.187871712434207,NA,"Fut(1996-2025)",2010,NA
"INM-CM5-0","ssp370",1062.21130238233,10.9270469603113,0.144059561011903,0.0246804523551076,0.164237008629678,NA,"Fut(1996-2025)",2010,NA
"IPSL-CM6A-LR","ssp245",1072.76603085248,11.1320608513852,0.389556159986263,0.0581835859469405,0.133452271585552,NA,"Fut(1996-2025)",2010,NA
"IPSL-CM6A-LR","ssp370",1055.00988651503,11.1386950814393,-0.770862692911486,0.243019976193394,0.151142772791973,NA,"Fut(1996-2025)",2010,NA
"IPSL-CM6A-LR","ssp585",1071.59160975847,11.1148536073607,0.167758586288045,0.0614548576968694,0.142161919795722,NA,"Fut(1996-2025)",2010,NA
"KACE-1-0-G","ssp245",1048.75309970182,11.4657625720199,-1.58123093125523,0.382011144289302,0.281939531619219,NA,"Fut(1996-2025)",2010,NA
"KACE-1-0-G","ssp370",1057.9102419887,11.4699353342089,-0.145676331887717,0.239110029170918,0.29446377555054,NA,"Fut(1996-2025)",2010,NA
"KACE-1-0-G","ssp585",1027.07568882503,11.4338699850603,-4.79229241429146,0.560587828117932,0.280621559866217,NA,"Fut(1996-2025)",2010,NA
"MIROC6","ssp245",1055.78510522446,11.1286379282837,-0.0664654440537649,-0.0431057750500629,0.204149324447604,NA,"Fut(1996-2025)",2010,NA
"MIROC6","ssp370",1043.78099591616,11.0558579065324,-0.340596622075302,-0.0157034999385571,0.194700574676149,NA,"Fut(1996-2025)",2010,NA
"MIROC6","ssp585",1059.77221983456,11.0399276698337,0.145438359331931,0.00070868047989649,0.191234709021032,NA,"Fut(1996-2025)",2010,NA
"MPI-ESM1-2-HR","ssp245",1081.85683753212,10.9864105517368,1.74210910459732,-0.218861115012307,0.1198305558793,NA,"Fut(1996-2025)",2010,NA
"MPI-ESM1-2-HR","ssp370",1062.52399443928,10.9112864143749,-0.44376574472662,-0.0634217967666598,0.106248590132692,NA,"Fut(1996-2025)",2010,NA
"MPI-ESM1-2-HR","ssp585",1068.77850773423,10.9472130395277,1.61177736425415,-0.393882694399784,0.112773189398421,NA,"Fut(1996-2025)",2010,NA
"MRI-ESM2-0","ssp370",1040.83798468809,11.1055193553526,-0.204798593871261,0.37866367963805,0.160189376154376,NA,"Fut(1996-2025)",2010,NA
"ACCESS-CM2","ssp245",1003.70729810373,11.300206383651,-3.95283920088383,1.1106623531272,0.321155240500826,NA,"Fut(1997-2026)",2011,NA
"ACCESS-CM2","ssp370",1049.12476285765,11.2602038247687,-2.15260115990573,0.744898175562878,0.291637277012116,NA,"Fut(1997-2026)",2011,NA
"ACCESS-CM2","ssp585",1027.83678309227,11.3996557393888,-1.65354120037597,0.464822334999614,0.364053546258592,NA,"Fut(1997-2026)",2011,NA
"CESM2-LENS","ssp370",1042.23280861314,11.2281307398914,-0.711365641994539,0.440564980671414,0.234753057695984,NA,"Fut(1997-2026)",2011,NA
"EC-EARTH3","ssp245",1077.14198602771,11.0525222170965,-1.05209344298073,0.323287318581826,0.239451318149696,NA,"Fut(1997-2026)",2011,NA
"EC-EARTH3","ssp370",1037.15486673199,11.1094691019119,-1.99827496346735,-0.361304732652489,0.288146431446609,NA,"Fut(1997-2026)",2011,NA
"EC-EARTH3","ssp585",1109.90681441852,10.9287496115267,-0.526039158560047,-0.47195540288567,0.178659663554017,NA,"Fut(1997-2026)",2011,NA
"EC-EARTH3-VEG","ssp245",1084.51355315185,11.3714541919529,1.03826469569968,0.113219883455274,0.265058883341807,NA,"Fut(1997-2026)",2011,NA
"EC-EARTH3-VEG","ssp370",1111.87136043663,11.1813970743614,3.06328130617286,0.0538570584640524,0.193930341720835,NA,"Fut(1997-2026)",2011,NA
"EC-EARTH3-VEG","ssp585",1096.40479803244,11.3369350139944,2.90837579076959,0.00606747337000788,0.279850856138932,NA,"Fut(1997-2026)",2011,NA
"FGOALS-G3","ssp245",1093.83730719327,11.0139618804667,0.195875313085851,-0.0202844604404025,0.198532756257828,NA,"Fut(1997-2026)",2011,NA
"FGOALS-G3","ssp370",1026.54088509803,11.1312027889589,0.468966609797625,0.575298430716999,0.207992652942433,NA,"Fut(1997-2026)",2011,NA
"FGOALS-G3","ssp585",1062.47929997949,11.1370710135256,-2.39010486097308,0.868318461772381,0.222684639156668,NA,"Fut(1997-2026)",2011,NA
"INM-CM5-0","ssp370",1068.69454718891,10.9565968622909,0.755292422686979,0.0308505654438809,0.193786910609248,NA,"Fut(1997-2026)",2011,NA
"IPSL-CM6A-LR","ssp245",1079.78964126959,11.1851207481936,1.04682634951071,0.0727294824336773,0.186512168393966,NA,"Fut(1997-2026)",2011,NA
"IPSL-CM6A-LR","ssp370",1059.98141852735,11.1983630075344,-0.303264389821907,0.303774970241739,0.210810698887069,NA,"Fut(1997-2026)",2011,NA
"IPSL-CM6A-LR","ssp585",1073.56526614119,11.1747635463062,0.35224746645081,0.0768185721210908,0.202071858741171,NA,"Fut(1997-2026)",2011,NA
"KACE-1-0-G","ssp245",1041.90950205526,11.5206523797521,-2.22345878885814,0.477513930361633,0.336829339351365,NA,"Fut(1997-2026)",2011,NA
"KACE-1-0-G","ssp370",1052.76767084749,11.5301032836529,-0.631074754966712,0.298887536463671,0.354631724994533,NA,"Fut(1997-2026)",2011,NA
"KACE-1-0-G","ssp585",1025.4816064269,11.4917497599476,-4.9400604244588,0.700734785147421,0.338501334753506,NA,"Fut(1997-2026)",2011,NA
"MIROC6","ssp245",1055.86751437555,11.1616524681627,-0.0586651467139562,-0.0538822188125803,0.237163864326623,NA,"Fut(1997-2026)",2011,NA
"MIROC6","ssp370",1041.31827682173,11.0754194975998,-0.575735139252469,-0.019629374923202,0.214262165743522,NA,"Fut(1997-2026)",2011,NA
"MIROC6","ssp585",1067.81714026021,11.062217928934,0.905660289586299,0.000885850599862481,0.213524968121254,NA,"Fut(1997-2026)",2011,NA
"MPI-ESM1-2-HR","ssp245",1092.12248463903,11.0035765526328,2.70753128593018,-0.273576393765387,0.136996556775379,NA,"Fut(1997-2026)",2011,NA
"MPI-ESM1-2-HR","ssp370",1071.85587209771,10.9281927548588,0.430611307524563,-0.0792772459583237,0.123154930616547,NA,"Fut(1997-2026)",2011,NA
"MPI-ESM1-2-HR","ssp585",1085.46848900176,10.9500557096185,3.19854080354281,-0.492353367999732,0.115615859489299,NA,"Fut(1997-2026)",2011,NA
"MRI-ESM2-0","ssp370",1051.91670377954,11.143024772464,0.857425325045483,0.473329599547561,0.197694793265825,NA,"Fut(1997-2026)",2011,NA
"ACCESS-CM2","ssp245",1006.41764156537,11.3606970195632,-3.69347992874022,1.33279482375264,0.381645876412994,NA,"Fut(1998-2027)",2012,NA
"ACCESS-CM2","ssp370",1050.82179626917,11.3221099556108,-1.99432608058178,0.893877810675452,0.353543407854138,NA,"Fut(1998-2027)",2012,NA
"ACCESS-CM2","ssp585",1022.03673703364,11.4791933070649,-2.20850673588175,0.557786801999538,0.443591113934705,NA,"Fut(1998-2027)",2012,NA
"CESM2-LENS","ssp370",1039.02977688412,11.2519422879725,-1.01650346106047,0.528677976805694,0.258564605777053,NA,"Fut(1998-2027)",2012,NA
"EC-EARTH3","ssp245",1074.99777026105,11.106132276786,-1.24906437538277,0.387944782298207,0.293061377839154,NA,"Fut(1998-2027)",2012,NA
"EC-EARTH3","ssp370",1046.05450274089,11.1509547427485,-1.15734010499544,-0.433565679182979,0.329632072283296,NA,"Fut(1998-2027)",2012,NA
"EC-EARTH3","ssp585",1110.28013554531,10.9499210879026,-0.492580736046546,-0.5663464834628,0.199831139929906,NA,"Fut(1998-2027)",2012,NA
"EC-EARTH3-VEG","ssp245",1084.78013940253,11.4039053382533,1.06310109546777,0.13586386014633,0.297510029642181,NA,"Fut(1998-2027)",2012,NA
"EC-EARTH3-VEG","ssp370",1116.6076058917,11.2019291804255,3.50230061635604,0.0646284701568587,0.214462447784923,NA,"Fut(1998-2027)",2012,NA
"EC-EARTH3-VEG","ssp585",1120.21692510759,11.3718105433403,5.14337816017242,0.00728096804401411,0.314726385484862,NA,"Fut(1998-2027)",2012,NA
"FGOALS-G3","ssp245",1088.32328886471,11.054171602548,-0.309210671172296,-0.0243413525285039,0.238742478339093,NA,"Fut(1998-2027)",2012,NA
"FGOALS-G3","ssp370",1027.41963592658,11.1526605646553,0.554971160550316,0.690358116860406,0.229450428638778,NA,"Fut(1998-2027)",2012,NA
"FGOALS-G3","ssp585",1063.40069340512,11.1636252576634,-2.30545651473284,1.04198215412687,0.249238883294456,NA,"Fut(1998-2027)",2012,NA
"INM-CM5-0","ssp370",1069.36066215436,10.9957326609832,0.818092975292848,0.0370206785326545,0.232922709301615,NA,"Fut(1998-2027)",2012,NA
"IPSL-CM6A-LR","ssp245",1080.62253347929,11.2172256787695,1.12476848866876,0.0872753789204186,0.21861709896983,NA,"Fut(1998-2027)",2012,NA
"IPSL-CM6A-LR","ssp370",1055.50073105368,11.2463222736473,-0.724696224953256,0.364529964290084,0.258769964999951,NA,"Fut(1998-2027)",2012,NA
"IPSL-CM6A-LR","ssp585",1070.88432722411,11.2178328800792,0.101644867676022,0.0921822865453122,0.245141192514255,NA,"Fut(1998-2027)",2012,NA
"KACE-1-0-G","ssp245",1043.99087177,11.6155577348981,-2.02813555657417,0.573016716433964,0.431734694497372,NA,"Fut(1998-2027)",2012,NA
"KACE-1-0-G","ssp370",1040.25917660542,11.6280229088542,-1.81172995904219,0.35866504375639,0.452551350195787,NA,"Fut(1998-2027)",2012,NA
"KACE-1-0-G","ssp585",1016.2120864318,11.5879963024858,-5.79932499352152,0.840881742176894,0.434747877291709,NA,"Fut(1998-2027)",2012,NA
