period,mvs,window,n_windows,min_window_avg_pr
projection,ACCESS-CM2_r1i1p1f1_ssp585,15,66,988.6350486045601
projection,ACCESS-CM2_r1i1p1f1_ssp585,20,61,1022.9740917976594
projection,ACCESS-CM2_r2i1p1f1_ssp245,2,79,584.6633348351643
projection,ACCESS-CM2_r2i1p1f1_ssp245,5,76,788.90141109501
projection,ACCESS-CM2_r2i1p1f1_ssp245,10,71,875.1485842340386
projection,ACCESS-CM2_r2i1p1f1_ssp245,15,66,943.950163807159
projection,ACCESS-CM2_r2i1p1f1_ssp245,20,61,928.0300836309298
projection,ACCESS-CM2_r2i1p1f1_ssp370,2,79,404.1079133829744
projection,ACCESS-CM2_r2i1p1f1_ssp370,5,76,617.895860407225
projection,ACCESS-CM2_r2i1p1f1_ssp370,10,71,783.0061530672779
projection,ACCESS-CM2_r2i1p1f1_ssp370,15,66,846.983929161719
projection,ACCESS-CM2_r2i1p1f1_ssp370,20,61,900.219762729339
projection,ACCESS-CM2_r2i1p1f1_ssp585,2,79,616.7001626169699
projection,ACCESS-CM2_r2i1p1f1_ssp585,5,76,780.3249582446755
projection,ACCESS-CM2_r2i1p1f1_ssp585,10,71,954.2472973676668
projection,ACCESS-CM2_r2i1p1f1_ssp585,15,66,1010.2444994166653
projection,ACCESS-CM2_r2i1p1f1_ssp585,20,61,1053.656530804282
projection,ACCESS-CM2_r3i1p1f1_ssp245,2,79,610.2804598756811
projection,ACCESS-CM2_r3i1p1f1_ssp245,5,76,710.242801605453
projection,ACCESS-CM2_r3i1p1f1_ssp245,10,71,957.7976053198608
projection,ACCESS-CM2_r3i1p1f1_ssp245,15,66,1025.8530856215286
projection,ACCESS-CM2_r3i1p1f1_ssp245,20,61,1034.5530790825233
projection,ACCESS-CM2_r3i1p1f1_ssp370,2,79,605.7335100001146
projection,ACCESS-CM2_r3i1p1f1_ssp370,5,76,844.3624441440545
projection,ACCESS-CM2_r3i1p1f1_ssp370,10,71,932.1891169749466
projection,ACCESS-CM2_r3i1p1f1_ssp370,15,66,1007.0308619965392
projection,ACCESS-CM2_r3i1p1f1_ssp370,20,61,1041.9004216816204
projection,ACCESS-CM2_r3i1p1f1_ssp585,2,79,699.7862387309215
projection,ACCESS-CM2_r3i1p1f1_ssp585,5,76,784.6271420370358
projection,ACCESS-CM2_r3i1p1f1_ssp585,10,71,872.6934880100813
projection,ACCESS-CM2_r3i1p1f1_ssp585,15,66,915.6052772597574
projection,ACCESS-CM2_r3i1p1f1_ssp585,20,61,920.6659253504571
projection,CESM2-LENS_r10i1p1f1_ssp370,2,79,671.787039826364
projection,CESM2-LENS_r10i1p1f1_ssp370,5,76,798.8608605766527
projection,CESM2-LENS_r10i1p1f1_ssp370,10,71,917.7648653535019
projection,CESM2-LENS_r10i1p1f1_ssp370,15,66,919.6083195241018
projection,CESM2-LENS_r10i1p1f1_ssp370,20,61,952.7142367353736
projection,CESM2-LENS_r1i1p1f1_ssp370,2,79,613.6308065833418
projection,CESM2-LENS_r1i1p1f1_ssp370,5,76,754.2160170153635
projection,CESM2-LENS_r1i1p1f1_ssp370,10,71,848.7159565355763
projection,CESM2-LENS_r1i1p1f1_ssp370,15,66,917.0812228550288
projection,CESM2-LENS_r1i1p1f1_ssp370,20,61,956.2071490946897
projection,CESM2-LENS_r4i1p1f1_ssp370,2,79,565.1519923802616
projection,CESM2-LENS_r4i1p1f1_ssp370,5,76,733.6447872815688
projection,CESM2-LENS_r4i1p1f1_ssp370,10,71,969.2791614208458
projection,CESM2-LENS_r4i1p1f1_ssp370,15,66,989.2111740035693
projection,CESM2-LENS_r4i1p1f1_ssp370,20,61,997.1874622214148
projection,CESM2-LENS_r5i1p1f1_ssp370,2,79,708.6188614108478
projection,CESM2-LENS_r5i1p1f1_ssp370,5,76,842.681284337625
projection,CESM2-LENS_r5i1p1f1_ssp370,10,71,922.5970267722653
projection,CESM2-LENS_r5i1p1f1_ssp370,15,66,986.115766921976
projection,CESM2-LENS_r5i1p1f1_ssp370,20,61,1016.5699300373155
projection,CESM2-LENS_r6i1p1f1_ssp370,2,79,523.589947467527
projection,CESM2-LENS_r6i1p1f1_ssp370,5,76,745.8190066588752
projection,CESM2-LENS_r6i1p1f1_ssp370,10,71,803.3309685540246
projection,CESM2-LENS_r6i1p1f1_ssp370,15,66,879.2158203376777
projection,CESM2-LENS_r6i1p1f1_ssp370,20,61,861.493454559778
projection,CESM2-LENS_r7i1p1f1_ssp370,2,79,482.12958833817584
projection,CESM2-LENS_r7i1p1f1_ssp370,5,76,733.7805414905397
projection,CESM2-LENS_r7i1p1f1_ssp370,10,71,851.1610354442039
projection,CESM2-LENS_r7i1p1f1_ssp370,15,66,895.5911293963421
projection,CESM2-LENS_r7i1p1f1_ssp370,20,61,951.8272939433664
projection,CESM2-LENS_r8i1p1f1_ssp370,2,79,539.6990307196593
projection,CESM2-LENS_r8i1p1f1_ssp370,5,76,750.3942413147685
projection,CESM2-LENS_r8i1p1f1_ssp370,10,71,828.8189956067865
projection,CESM2-LENS_r8i1p1f1_ssp370,15,66,880.202902481662
projection,CESM2-LENS_r8i1p1f1_ssp370,20,61,868.9345856415555
projection,CESM2-LENS_r9i1p1f1_ssp370,2,79,659.1627077571211
projection,CESM2-LENS_r9i1p1f1_ssp370,5,76,780.4336038424702
projection,CESM2-LENS_r9i1p1f1_ssp370,10,71,894.6027402328334
projection,CESM2-LENS_r9i1p1f1_ssp370,15,66,905.0881515438812
projection,CESM2-LENS_r9i1p1f1_ssp370,20,61,932.5720822520055
projection,CNRM-ESM2-1_r1i1p1f2_ssp245,2,79,521.6357804755462
projection,CNRM-ESM2-1_r1i1p1f2_ssp245,5,76,938.3614400118386
projection,CNRM-ESM2-1_r1i1p1f2_ssp245,10,71,999.7922916931484
projection,CNRM-ESM2-1_r1i1p1f2_ssp245,15,66,1021.5386054088234
projection,CNRM-ESM2-1_r1i1p1f2_ssp245,20,61,1063.6603512015622
projection,CNRM-ESM2-1_r1i1p1f2_ssp370,2,79,524.8743791745292
projection,CNRM-ESM2-1_r1i1p1f2_ssp370,5,76,644.4286107565379
projection,CNRM-ESM2-1_r1i1p1f2_ssp370,10,71,907.074177031777
projection,CNRM-ESM2-1_r1i1p1f2_ssp370,15,66,940.7302923870762
projection,CNRM-ESM2-1_r1i1p1f2_ssp370,20,61,965.1188880604153
projection,CNRM-ESM2-1_r1i1p1f2_ssp585,2,79,662.3621777426397
projection,CNRM-ESM2-1_r1i1p1f2_ssp585,5,76,752.4813976141173
projection,CNRM-ESM2-1_r1i1p1f2_ssp585,10,71,806.2263563442008
projection,CNRM-ESM2-1_r1i1p1f2_ssp585,15,66,816.5884616009207
projection,CNRM-ESM2-1_r1i1p1f2_ssp585,20,61,863.4049290088235
projection,EC-Earth3-Veg_r1i1p1f1_ssp245,2,79,617.0694241016499
projection,EC-Earth3-Veg_r1i1p1f1_ssp245,5,76,765.6982878594354
projection,EC-Earth3-Veg_r1i1p1f1_ssp245,10,71,929.3982206027024
projection,EC-Earth3-Veg_r1i1p1f1_ssp245,15,66,1003.1428240863552
projection,EC-Earth3-Veg_r1i1p1f1_ssp245,20,61,1033.864271394106
projection,EC-Earth3-Veg_r1i1p1f1_ssp370,2,79,605.916114795109
projection,EC-Earth3-Veg_r1i1p1f1_ssp370,5,76,794.644592865996
projection,EC-Earth3-Veg_r1i1p1f1_ssp370,10,71,915.8151352123314
projection,EC-Earth3-Veg_r1i1p1f1_ssp370,15,66,975.4889391825074
projection,EC-Earth3-Veg_r1i1p1f1_ssp370,20,61,963.8355355392192
projection,EC-Earth3-Veg_r1i1p1f1_ssp585,2,79,596.358784285927
projection,EC-Earth3-Veg_r1i1p1f1_ssp585,5,76,868.227722998241
projection,EC-Earth3-Veg_r1i1p1f1_ssp585,10,71,928.5204031690424
projection,EC-Earth3-Veg_r1i1p1f1_ssp585,15,66,969.5118662684592
projection,EC-Earth3-Veg_r1i1p1f1_ssp585,20,61,1004.2369984122361
projection,EC-Earth3-Veg_r2i1p1f1_ssp245,2,79,554.7750689401473
projection,EC-Earth3-Veg_r2i1p1f1_ssp245,5,76,771.3332946326452
projection,EC-Earth3-Veg_r2i1p1f1_ssp245,10,71,903.8094343135588
projection,EC-Earth3-Veg_r2i1p1f1_ssp245,15,66,947.2813593888733
projection,EC-Earth3-Veg_r2i1p1f1_ssp245,20,61,977.3910570774091
projection,EC-Earth3-Veg_r2i1p1f1_ssp370,2,79,666.4529240799275
projection,EC-Earth3-Veg_r2i1p1f1_ssp370,5,76,816.0758767723717
projection,EC-Earth3-Veg_r2i1p1f1_ssp370,10,71,924.1193303909546
projection,EC-Earth3-Veg_r2i1p1f1_ssp370,15,66,925.9771601112453
projection,EC-Earth3-Veg_r2i1p1f1_ssp370,20,61,957.3213492888983
projection,EC-Earth3-Veg_r2i1p1f1_ssp585,2,79,551.0515719821997
projection,EC-Earth3-Veg_r2i1p1f1_ssp585,5,76,852.9031220864345
projection,EC-Earth3-Veg_r2i1p1f1_ssp585,10,71,929.9834468046363
projection,EC-Earth3-Veg_r2i1p1f1_ssp585,15,66,982.5792755751677
projection,EC-Earth3-Veg_r2i1p1f1_ssp585,20,61,997.9301124421239
projection,EC-Earth3-Veg_r3i1p1f1_ssp245,2,79,651.9193461259129
projection,EC-Earth3-Veg_r3i1p1f1_ssp245,5,76,806.9274185754033
projection,EC-Earth3-Veg_r3i1p1f1_ssp245,10,71,859.9340300334968
projection,EC-Earth3-Veg_r3i1p1f1_ssp245,15,66,891.919600472084
projection,EC-Earth3-Veg_r3i1p1f1_ssp245,20,61,1015.368511020368
projection,EC-Earth3-Veg_r3i1p1f1_ssp370,2,79,604.615291185466
projection,EC-Earth3-Veg_r3i1p1f1_ssp370,5,76,781.2087018789346
projection,EC-Earth3-Veg_r3i1p1f1_ssp370,10,71,969.2690033651525
projection,EC-Earth3-Veg_r3i1p1f1_ssp370,15,66,1059.4176353154382
projection,EC-Earth3-Veg_r3i1p1f1_ssp370,20,61,1049.7675639289027
projection,EC-Earth3-Veg_r3i1p1f1_ssp585,2,79,609.2050153109249
projection,EC-Earth3-Veg_r3i1p1f1_ssp585,5,76,711.6437909930042
projection,EC-Earth3-Veg_r3i1p1f1_ssp585,10,71,878.0817758957024
projection,EC-Earth3-Veg_r3i1p1f1_ssp585,15,66,907.8428458318989
projection,EC-Earth3-Veg_r3i1p1f1_ssp585,20,61,968.3041020395762
projection,EC-Earth3-Veg_r4i1p1f1_ssp245,2,79,532.4958120035881
projection,EC-Earth3-Veg_r4i1p1f1_ssp245,5,76,755.9038864877381
projection,EC-Earth3-Veg_r4i1p1f1_ssp245,10,71,925.2009600219004
projection,EC-Earth3-Veg_r4i1p1f1_ssp245,15,66,964.3913805977742
projection,EC-Earth3-Veg_r4i1p1f1_ssp245,20,61,981.4105649669466
projection,EC-Earth3-Veg_r4i1p1f1_ssp370,2,79,584.4683871114557
projection,EC-Earth3-Veg_r4i1p1f1_ssp370,5,76,813.513756268649
projection,EC-Earth3-Veg_r4i1p1f1_ssp370,10,71,918.4455967758004
projection,EC-Earth3-Veg_r4i1p1f1_ssp370,15,66,1008.7323095746232
projection,EC-Earth3-Veg_r4i1p1f1_ssp370,20,61,987.1669243170625
projection,EC-Earth3-Veg_r4i1p1f1_ssp585,2,79,608.5042736087998
projection,EC-Earth3-Veg_r4i1p1f1_ssp585,5,76,710.5510177992371
projection,EC-Earth3-Veg_r4i1p1f1_ssp585,10,71,813.8658160035163
projection,EC-Earth3-Veg_r4i1p1f1_ssp585,15,66,920.6681289990665
projection,EC-Earth3-Veg_r4i1p1f1_ssp585,20,61,966.3917557083674
projection,EC-Earth3-Veg_r5i1p1f1_ssp245,2,79,609.7884760336638
projection,EC-Earth3-Veg_r5i1p1f1_ssp245,5,76,757.1347555089421
projection,EC-Earth3-Veg_r5i1p1f1_ssp245,10,71,818.4158253205254
projection,EC-Earth3-Veg_r5i1p1f1_ssp245,15,66,923.0668713895599
projection,EC-Earth3-Veg_r5i1p1f1_ssp245,20,61,965.1474308570766
projection,EC-Earth3_r1i1p1f1_ssp245,2,79,528.2935521726595
projection,EC-Earth3_r1i1p1f1_ssp245,5,76,753.5814789094417
projection,EC-Earth3_r1i1p1f1_ssp245,10,71,962.4928010083753
projection,EC-Earth3_r1i1p1f1_ssp245,15,66,985.3037130761481
projection,EC-Earth3_r1i1p1f1_ssp245,20,61,1000.0010564935544
projection,EC-Earth3_r1i1p1f1_ssp370,2,79,475.4800786623455
projection,EC-Earth3_r1i1p1f1_ssp370,5,76,824.4681918119168
projection,EC-Earth3_r1i1p1f1_ssp370,10,71,922.0580205496566
projection,EC-Earth3_r1i1p1f1_ssp370,15,66,952.2987806118628
projection,EC-Earth3_r1i1p1f1_ssp370,20,61,984.0259904403541
projection,EC-Earth3_r1i1p1f1_ssp585,2,79,451.8860962636609
projection,EC-Earth3_r1i1p1f1_ssp585,5,76,748.4357818664633
projection,EC-Earth3_r1i1p1f1_ssp585,10,71,878.7153021789156
projection,EC-Earth3_r1i1p1f1_ssp585,15,66,934.7964655097884
projection,EC-Earth3_r1i1p1f1_ssp585,20,61,936.0792344343226
projection,EC-Earth3_r2i1p1f1_ssp245,2,79,618.6843126968511
projection,EC-Earth3_r2i1p1f1_ssp245,5,76,804.820440126774
projection,EC-Earth3_r2i1p1f1_ssp245,10,71,843.885943813734
projection,EC-Earth3_r2i1p1f1_ssp245,15,66,893.3673307920593
projection,EC-Earth3_r2i1p1f1_ssp245,20,61,889.0667270860124
projection,EC-Earth3_r3i1p1f1_ssp585,2,79,618.4127295258513
projection,EC-Earth3_r3i1p1f1_ssp585,5,76,769.4879309662385
projection,EC-Earth3_r3i1p1f1_ssp585,10,71,867.9535817493739
projection,EC-Earth3_r3i1p1f1_ssp585,15,66,898.5641015657202
projection,EC-Earth3_r3i1p1f1_ssp585,20,61,952.5123228058453
projection,EC-Earth3_r4i1p1f1_ssp245,2,79,526.2206473532715
projection,EC-Earth3_r4i1p1f1_ssp245,5,76,787.2521029666008
projection,EC-Earth3_r4i1p1f1_ssp245,10,71,897.134232210158
projection,EC-Earth3_r4i1p1f1_ssp245,15,66,944.8097239321227
projection,EC-Earth3_r4i1p1f1_ssp245,20,61,975.6738128422203
projection,EC-Earth3_r4i1p1f1_ssp370,2,79,552.750709514883
projection,EC-Earth3_r4i1p1f1_ssp370,5,76,815.517518169286
projection,EC-Earth3_r4i1p1f1_ssp370,10,71,870.0417443324346
projection,EC-Earth3_r4i1p1f1_ssp370,15,66,938.5369992766126
projection,EC-Earth3_r4i1p1f1_ssp370,20,61,924.372892309364
projection,EC-Earth3_r4i1p1f1_ssp585,2,79,506.80362097401667
projection,EC-Earth3_r4i1p1f1_ssp585,5,76,737.139267960703
projection,EC-Earth3_r4i1p1f1_ssp585,10,71,807.0590386824275
projection,EC-Earth3_r4i1p1f1_ssp585,15,66,857.0457011000457
projection,EC-Earth3_r4i1p1f1_ssp585,20,61,890.2210381025277
projection,FGOALS-g3_r1i1p1f1_ssp245,2,79,492.7641980126027
projection,FGOALS-g3_r1i1p1f1_ssp245,5,76,862.5758134578689
projection,FGOALS-g3_r1i1p1f1_ssp245,10,71,960.328676455964
projection,FGOALS-g3_r1i1p1f1_ssp245,15,66,993.2125774536914
projection,FGOALS-g3_r1i1p1f1_ssp245,20,61,1018.8174021760827
projection,FGOALS-g3_r1i1p1f1_ssp370,2,79,726.0649919785101
projection,FGOALS-g3_r1i1p1f1_ssp370,5,76,872.6786662156607
projection,FGOALS-g3_r1i1p1f1_ssp370,10,71,1002.1658940896989
projection,FGOALS-g3_r1i1p1f1_ssp370,15,66,1032.0965449949997
projection,FGOALS-g3_r1i1p1f1_ssp370,20,61,1035.0367173876075
projection,FGOALS-g3_r1i1p1f1_ssp585,2,79,526.6189176918178
projection,FGOALS-g3_r1i1p1f1_ssp585,5,76,699.0764974039121
projection,FGOALS-g3_r1i1p1f1_ssp585,10,71,877.2437393982724
projection,FGOALS-g3_r1i1p1f1_ssp585,15,66,959.5916751315273
projection,FGOALS-g3_r1i1p1f1_ssp585,20,61,974.6636184320236
projection,FGOALS-g3_r3i1p1f1_ssp245,2,79,535.0873338734873
projection,FGOALS-g3_r3i1p1f1_ssp245,5,76,816.8807082624655
projection,FGOALS-g3_r3i1p1f1_ssp245,10,71,906.6869618105356
projection,FGOALS-g3_r3i1p1f1_ssp245,15,66,922.5977053472054
projection,FGOALS-g3_r3i1p1f1_ssp245,20,61,940.3859401594291
projection,FGOALS-g3_r3i1p1f1_ssp370,2,79,757.0343149064165
projection,FGOALS-g3_r3i1p1f1_ssp370,5,76,921.0906386751813
projection,FGOALS-g3_r3i1p1f1_ssp370,10,71,957.5031094594036
projection,FGOALS-g3_r3i1p1f1_ssp370,15,66,1003.5928980700551
projection,FGOALS-g3_r3i1p1f1_ssp370,20,61,1021.8733256840845
projection,FGOALS-g3_r3i1p1f1_ssp585,2,79,607.9882858932847
projection,FGOALS-g3_r3i1p1f1_ssp585,5,76,727.5068285491595
projection,FGOALS-g3_r3i1p1f1_ssp585,10,71,947.2567568325401
projection,FGOALS-g3_r3i1p1f1_ssp585,15,66,997.7432863287862
projection,FGOALS-g3_r3i1p1f1_ssp585,20,61,1039.3141071333037
projection,FGOALS-g3_r4i1p1f1_ssp245,2,79,693.6671194405208
projection,FGOALS-g3_r4i1p1f1_ssp245,5,76,850.706664406099
projection,FGOALS-g3_r4i1p1f1_ssp245,10,71,914.2316079912123
projection,FGOALS-g3_r4i1p1f1_ssp245,15,66,982.5931059256399
projection,FGOALS-g3_r4i1p1f1_ssp245,20,61,1037.8533757501987
projection,FGOALS-g3_r4i1p1f1_ssp370,2,79,756.5249453419328
projection,FGOALS-g3_r4i1p1f1_ssp370,5,76,915.4881100378625
projection,FGOALS-g3_r4i1p1f1_ssp370,10,71,950.4806928950944
projection,FGOALS-g3_r4i1p1f1_ssp370,15,66,998.5433145831101
projection,FGOALS-g3_r4i1p1f1_ssp370,20,61,1017.8499351406848
projection,FGOALS-g3_r4i1p1f1_ssp585,2,79,548.0960109864936
projection,FGOALS-g3_r4i1p1f1_ssp585,5,76,778.7640607986281
projection,FGOALS-g3_r4i1p1f1_ssp585,10,71,853.2525600024259
projection,FGOALS-g3_r4i1p1f1_ssp585,15,66,883.6229356482555
projection,FGOALS-g3_r4i1p1f1_ssp585,20,61,950.298118943749
projection,FGOALS-g3_r5i1p1f1_ssp370,2,79,710.47948093576
projection,FGOALS-g3_r5i1p1f1_ssp370,5,76,874.7720727069561
projection,FGOALS-g3_r5i1p1f1_ssp370,10,71,974.7539409569596
projection,FGOALS-g3_r5i1p1f1_ssp370,15,66,1008.8527868830915
projection,FGOALS-g3_r5i1p1f1_ssp370,20,61,1034.7808567597572
projection,GFDL-ESM4_r1i1p1f1_ssp245,2,79,644.0486764997031
projection,GFDL-ESM4_r1i1p1f1_ssp245,5,76,850.0097487837335
projection,GFDL-ESM4_r1i1p1f1_ssp245,10,71,903.5705222392278
projection,GFDL-ESM4_r1i1p1f1_ssp245,15,66,933.8960489742786
projection,GFDL-ESM4_r1i1p1f1_ssp245,20,61,969.3693828640647
projection,GFDL-ESM4_r1i1p1f1_ssp370,2,79,603.4113295982279
projection,GFDL-ESM4_r1i1p1f1_ssp370,5,76,783.0790388340814
projection,GFDL-ESM4_r1i1p1f1_ssp370,10,71,849.055052357231
projection,GFDL-ESM4_r1i1p1f1_ssp370,15,66,866.6706930546056
projection,GFDL-ESM4_r1i1p1f1_ssp370,20,61,921.0536084664416
projection,GFDL-ESM4_r1i1p1f1_ssp585,2,79,607.0470847665874
projection,GFDL-ESM4_r1i1p1f1_ssp585,5,76,842.4129194273003
projection,GFDL-ESM4_r1i1p1f1_ssp585,10,71,932.1458131707444
projection,GFDL-ESM4_r1i1p1f1_ssp585,15,66,949.822354945526
projection,GFDL-ESM4_r1i1p1f1_ssp585,20,61,975.4205084772723
projection,HadGEM3-GC31-LL_r1i1p1f3_ssp245,2,79,692.878997461281
projection,HadGEM3-GC31-LL_r1i1p1f3_ssp245,5,76,779.8724258997827
projection,HadGEM3-GC31-LL_r1i1p1f3_ssp245,10,71,853.5419005090298
projection,HadGEM3-GC31-LL_r1i1p1f3_ssp245,15,66,974.396936472337
projection,HadGEM3-GC31-LL_r1i1p1f3_ssp245,20,61,1040.1192734573092
projection,HadGEM3-GC31-LL_r1i1p1f3_ssp585,2,79,714.0056521813895
projection,HadGEM3-GC31-LL_r1i1p1f3_ssp585,5,76,913.5426860600561
projection,HadGEM3-GC31-LL_r1i1p1f3_ssp585,10,71,996.9966852600488
projection,HadGEM3-GC31-LL_r1i1p1f3_ssp585,15,66,1049.8691529825412
projection,HadGEM3-GC31-LL_r1i1p1f3_ssp585,20,61,1079.3292517926172
projection,HadGEM3-GC31-LL_r2i1p1f3_ssp585,2,79,590.0482170384648
projection,HadGEM3-GC31-LL_r2i1p1f3_ssp585,5,76,879.2131757791983
projection,HadGEM3-GC31-LL_r2i1p1f3_ssp585,10,71,927.6095475582202
projection,HadGEM3-GC31-LL_r2i1p1f3_ssp585,15,66,967.3457133154747
projection,HadGEM3-GC31-LL_r2i1p1f3_ssp585,20,61,1000.3017948746137
projection,HadGEM3-GC31-LL_r3i1p1f3_ssp585,2,79,688.1222304846578
projection,HadGEM3-GC31-LL_r3i1p1f3_ssp585,5,76,836.4060041941727
projection,HadGEM3-GC31-LL_r3i1p1f3_ssp585,10,71,980.4008513093228
projection,HadGEM3-GC31-LL_r3i1p1f3_ssp585,15,66,1011.9163576151676
projection,HadGEM3-GC31-LL_r3i1p1f3_ssp585,20,61,1016.1590944457469
projection,INM-CM5-0_r1i1p1f1_ssp245,2,79,657.6618289395974
projection,INM-CM5-0_r1i1p1f1_ssp245,5,76,873.65349004452
projection,INM-CM5-0_r1i1p1f1_ssp245,10,71,895.642096142508
projection,INM-CM5-0_r1i1p1f1_ssp245,15,66,982.8510251971626
projection,INM-CM5-0_r1i1p1f1_ssp245,20,61,997.9552137636572
projection,INM-CM5-0_r1i1p1f1_ssp370,2,79,560.214269828316
projection,INM-CM5-0_r1i1p1f1_ssp370,5,76,717.111032887247
projection,INM-CM5-0_r1i1p1f1_ssp370,10,71,800.6146558857332
projection,INM-CM5-0_r1i1p1f1_ssp370,15,66,842.4814602696619
projection,INM-CM5-0_r1i1p1f1_ssp370,20,61,919.9531217958349
projection,INM-CM5-0_r1i1p1f1_ssp585,2,79,469.22510876665547
projection,INM-CM5-0_r1i1p1f1_ssp585,5,76,814.8995338666224
projection,INM-CM5-0_r1i1p1f1_ssp585,10,71,956.8593886701085
projection,INM-CM5-0_r1i1p1f1_ssp585,15,66,1008.2471201773519
projection,INM-CM5-0_r1i1p1f1_ssp585,20,61,1032.7600128905742
projection,INM-CM5-0_r2i1p1f1_ssp370,2,79,567.506441534777
projection,INM-CM5-0_r2i1p1f1_ssp370,5,76,775.696894517036
projection,INM-CM5-0_r2i1p1f1_ssp370,10,71,903.8689876260905
projection,INM-CM5-0_r2i1p1f1_ssp370,15,66,967.915214494542
projection,INM-CM5-0_r2i1p1f1_ssp370,20,61,1032.072311167245
projection,INM-CM5-0_r3i1p1f1_ssp370,2,79,785.606688622418
projection,INM-CM5-0_r3i1p1f1_ssp370,5,76,875.2943746742473
projection,INM-CM5-0_r3i1p1f1_ssp370,10,71,931.6827081763637
projection,INM-CM5-0_r3i1p1f1_ssp370,15,66,956.749501486497
projection,INM-CM5-0_r3i1p1f1_ssp370,20,61,1002.3869828903553
projection,INM-CM5-0_r4i1p1f1_ssp370,2,79,591.5970339935739
projection,INM-CM5-0_r4i1p1f1_ssp370,5,76,795.830769146973
projection,INM-CM5-0_r4i1p1f1_ssp370,10,71,854.7330798091003
projection,INM-CM5-0_r4i1p1f1_ssp370,15,66,898.709306703519
projection,INM-CM5-0_r4i1p1f1_ssp370,20,61,955.9231729038668
projection,INM-CM5-0_r5i1p1f1_ssp370,2,79,568.4116012576014
projection,INM-CM5-0_r5i1p1f1_ssp370,5,76,847.6998403515194
projection,INM-CM5-0_r5i1p1f1_ssp370,10,71,956.8645261380982
projection,INM-CM5-0_r5i1p1f1_ssp370,15,66,978.2265444328918
projection,INM-CM5-0_r5i1p1f1_ssp370,20,61,982.0317658687009
projection,IPSL-CM6A-LR_r10i1p1f1_ssp370,2,79,727.2756636231334
projection,IPSL-CM6A-LR_r10i1p1f1_ssp370,5,76,825.4309939943847
projection,IPSL-CM6A-LR_r10i1p1f1_ssp370,10,71,955.0362102552851
projection,IPSL-CM6A-LR_r10i1p1f1_ssp370,15,66,976.9436537393834
projection,IPSL-CM6A-LR_r10i1p1f1_ssp370,20,61,1004.3786380271167
projection,IPSL-CM6A-LR_r1i1p1f1_ssp245,2,79,610.5679841850244
projection,IPSL-CM6A-LR_r1i1p1f1_ssp245,5,76,892.2596395032793
projection,IPSL-CM6A-LR_r1i1p1f1_ssp245,10,71,1001.9801684843184
projection,IPSL-CM6A-LR_r1i1p1f1_ssp245,15,66,1022.561887652352
projection,IPSL-CM6A-LR_r1i1p1f1_ssp245,20,61,1031.0838726137724
projection,IPSL-CM6A-LR_r1i1p1f1_ssp370,2,79,605.6337445230412
projection,IPSL-CM6A-LR_r1i1p1f1_ssp370,5,76,835.9348500001754
projection,IPSL-CM6A-LR_r1i1p1f1_ssp370,10,71,895.6598943578645
projection,IPSL-CM6A-LR_r1i1p1f1_ssp370,15,66,923.2740483544278
projection,IPSL-CM6A-LR_r1i1p1f1_ssp370,20,61,982.3728348949271
projection,IPSL-CM6A-LR_r1i1p1f1_ssp585,2,79,510.573967051052
projection,IPSL-CM6A-LR_r1i1p1f1_ssp585,5,76,779.6303561324282
projection,IPSL-CM6A-LR_r1i1p1f1_ssp585,10,71,907.6921003429212
projection,IPSL-CM6A-LR_r1i1p1f1_ssp585,15,66,914.827039919946
projection,IPSL-CM6A-LR_r1i1p1f1_ssp585,20,61,922.6735363114465
projection,IPSL-CM6A-LR_r2i1p1f1_ssp245,2,79,507.59638217459724
projection,IPSL-CM6A-LR_r2i1p1f1_ssp245,5,76,762.0142122055404
projection,IPSL-CM6A-LR_r2i1p1f1_ssp245,10,71,858.8953244901204
projection,IPSL-CM6A-LR_r2i1p1f1_ssp245,15,66,937.0252312011139
projection,IPSL-CM6A-LR_r2i1p1f1_ssp245,20,61,984.2301110135228
projection,IPSL-CM6A-LR_r2i1p1f1_ssp370,2,79,642.0736174703343
projection,IPSL-CM6A-LR_r2i1p1f1_ssp370,5,76,947.6874800526086
projection,IPSL-CM6A-LR_r2i1p1f1_ssp370,10,71,1008.9763175820779
projection,IPSL-CM6A-LR_r2i1p1f1_ssp370,15,66,1024.638775541175
projection,IPSL-CM6A-LR_r2i1p1f1_ssp370,20,61,1040.3580881931334
projection,IPSL-CM6A-LR_r2i1p1f1_ssp585,2,79,704.7267745664067
projection,IPSL-CM6A-LR_r2i1p1f1_ssp585,5,76,766.63795801461
projection,IPSL-CM6A-LR_r2i1p1f1_ssp585,10,71,863.3962714317701
projection,IPSL-CM6A-LR_r2i1p1f1_ssp585,15,66,956.89564745104
projection,IPSL-CM6A-LR_r2i1p1f1_ssp585,20,61,1016.0671237852108
projection,IPSL-CM6A-LR_r3i1p1f1_ssp245,2,79,517.580527011698
projection,IPSL-CM6A-LR_r3i1p1f1_ssp245,5,76,758.6693857761071
projection,IPSL-CM6A-LR_r3i1p1f1_ssp245,10,71,847.6207599340808
projection,IPSL-CM6A-LR_r3i1p1f1_ssp245,15,66,924.7885471784355
projection,IPSL-CM6A-LR_r3i1p1f1_ssp245,20,61,942.1955391816904
projection,IPSL-CM6A-LR_r3i1p1f1_ssp370,2,79,601.9484134459053
projection,IPSL-CM6A-LR_r3i1p1f1_ssp370,5,76,888.7375175549853
