"Model","SSP","Pr_total","Tas_mean","D_pr","D_pr_lm","D_tas","Variant","Year","period","model_ssp"
"EC-EARTH3","ssp370",1028.95826855179,11.9086871820374,-2.7727791256303,-1.19805466502368,1.08736451157213,NA,"Fut(2014-2043)",2028,NA
"EC-EARTH3","ssp585",1096.36314883344,11.7809586220168,-1.73987264670372,-2.21366897097477,1.03086867404411,NA,"Fut(2014-2043)",2028,NA
"EC-EARTH3-VEG","ssp245",1059.13118856825,12.0735479210893,-1.32647299148482,-0.130579160301481,0.967152612478177,NA,"Fut(2014-2043)",2028,NA
"EC-EARTH3-VEG","ssp370",1145.40906779083,11.7577759316016,6.17200978898279,0.226250266464011,0.770309198961076,NA,"Fut(2014-2043)",2028,NA
"EC-EARTH3-VEG","ssp585",1090.15930896507,12.1497937179052,2.3221752040008,0.15595977823854,1.09270956004968,NA,"Fut(2014-2043)",2028,NA
"FGOALS-G3","ssp245",1084.56389292241,11.5912992603116,-0.6535726385418,-0.531943379685739,0.775870136102663,NA,"Fut(2014-2043)",2028,NA
"FGOALS-G3","ssp370",1057.72672351168,11.6842343189323,3.52116745611845,2.95991389576972,0.761024182915827,NA,"Fut(2014-2043)",2028,NA
"FGOALS-G3","ssp585",1053.7945051394,11.7024018243543,-3.18797632412688,5.0857138324474,0.78801544998535,NA,"Fut(2014-2043)",2028,NA
"INM-CM5-0","ssp370",1062.64419335203,11.5407644659675,0.184872023612737,-0.755539105095747,0.777954514285852,NA,"Fut(2014-2043)",2028,NA
"IPSL-CM6A-LR","ssp245",1072.85585607938,11.887322547979,0.397962014012964,-0.0887052382105544,0.888713968179292,NA,"Fut(2014-2043)",2028,NA
"IPSL-CM6A-LR","ssp370",1069.11273602575,11.8845979868963,0.555583256465088,0.245035692112704,0.897045678248942,NA,"Fut(2014-2043)",2028,NA
"IPSL-CM6A-LR","ssp585",1065.03550264216,11.9289211347204,-0.445078010146499,-1.12668679273489,0.956229447155424,NA,"Fut(2014-2043)",2028,NA
"KACE-1-0-G","ssp245",1076.99588937016,12.5705139436175,1.06917419747906,0.410718806257034,1.38669090321678,NA,"Fut(2014-2043)",2028,NA
"KACE-1-0-G","ssp370",1028.4180286583,12.6491328189973,-2.92939549699072,0.379166966851802,1.47366126033896,NA,"Fut(2014-2043)",2028,NA
"KACE-1-0-G","ssp585",1031.67516405901,12.6388258206315,-4.3659309514618,1.06737522277105,1.4855773954374,NA,"Fut(2014-2043)",2028,NA
"MIROC6","ssp245",1056.83110191721,11.7892967752045,0.0325415850500231,-1.66032798501804,0.864808171368335,NA,"Fut(2014-2043)",2028,NA
"MIROC6","ssp370",988.628969330924,11.7624313800613,-5.60646952651857,-0.951067152238861,0.901274048205021,NA,"Fut(2014-2043)",2028,NA
"MIROC6","ssp585",1061.90880832783,11.7041347974465,0.347339850281558,-1.66096863844014,0.855441836633752,NA,"Fut(2014-2043)",2028,NA
"MPI-ESM1-2-HR","ssp245",1042.78408567213,11.3162210705149,-1.93244749553868,-1.42115408831901,0.449641074657475,NA,"Fut(2014-2043)",2028,NA
"MPI-ESM1-2-HR","ssp370",1024.07520423118,11.4373431157843,-4.04633546063169,-0.970905926573806,0.632305291542066,NA,"Fut(2014-2043)",2028,NA
"MPI-ESM1-2-HR","ssp585",1060.23748802216,11.3912580451248,0.799758609043178,-3.01873744465034,0.556818194995547,NA,"Fut(2014-2043)",2028,NA
"MRI-ESM2-0","ssp370",1063.97841219588,11.7675056692009,2.01389793501797,1.64501854084537,0.822175690002657,NA,"Fut(2014-2043)",2028,NA
"ACCESS-CM2","ssp245",1032.83826281363,12.0495068023697,-1.16522725762933,4.03362222775296,1.07045565921951,NA,"Fut(2015-2044)",2029,NA
"ACCESS-CM2","ssp370",1058.95191684444,12.1568238297512,-1.23606435737152,2.70919546598185,1.18825728199453,NA,"Fut(2015-2044)",2029,NA
"ACCESS-CM2","ssp585",1052.27947973007,12.3149416064445,0.685208197761687,2.29710385943984,1.27933941331431,NA,"Fut(2015-2044)",2029,NA
"CESM2-LENS","ssp370",1017.05897008737,11.8207932977451,-3.10955923954455,1.54780447165597,0.827415615549702,NA,"Fut(2015-2044)",2029,NA
"EC-EARTH3","ssp245",1064.04602964149,11.7944438812791,-2.25510798107111,0.786153949015434,0.981372982332269,NA,"Fut(2015-2044)",2029,NA
"EC-EARTH3","ssp370",1024.01803935289,11.948689806494,-3.23958596335297,-1.25251169525203,1.12736713602879,NA,"Fut(2015-2044)",2029,NA
"EC-EARTH3","ssp585",1094.34284500018,11.8287406356412,-1.92093976133559,-2.31429028783726,1.07865068766849,NA,"Fut(2015-2044)",2029,NA
"EC-EARTH3-VEG","ssp245",1057.0369267411,12.1262264346178,-1.5215840440103,-0.13651457667881,1.01983112600666,NA,"Fut(2015-2044)",2029,NA
"EC-EARTH3-VEG","ssp370",1146.14937666439,11.7923434636137,6.24063163176477,0.236534369485107,0.804876730973145,NA,"Fut(2015-2044)",2029,NA
"EC-EARTH3-VEG","ssp585",1078.91802113048,12.2109991959034,1.26706975852175,0.163048859067566,1.15391503804793,NA,"Fut(2015-2044)",2029,NA
"FGOALS-G3","ssp245",1088.20980898914,11.5927011936985,-0.319605466987737,-0.556122624216911,0.777272069489564,NA,"Fut(2015-2044)",2029,NA
"FGOALS-G3","ssp370",1058.8877671022,11.7070996552972,3.63480038727761,3.09445543648654,0.783889519280672,NA,"Fut(2015-2044)",2029,NA
"FGOALS-G3","ssp585",1055.99646894874,11.7277836395089,-2.98568207092684,5.3168826430132,0.813397265139905,NA,"Fut(2015-2044)",2029,NA
"INM-CM5-0","ssp370",1056.68965408816,11.5795494629584,-0.376515087747811,-0.789881791691008,0.816739511276737,NA,"Fut(2015-2044)",2029,NA
"IPSL-CM6A-LR","ssp245",1073.35783809884,11.9269807056335,0.444937543330678,-0.0927372944928556,0.928372125833867,NA,"Fut(2015-2044)",2029,NA
"IPSL-CM6A-LR","ssp370",1063.92667639505,11.9308445951827,0.0678075211333226,0.256173678117828,0.943292286535298,NA,"Fut(2015-2044)",2029,NA
"IPSL-CM6A-LR","ssp585",1068.5326287634,11.9856304526129,-0.118181754271087,-1.1778998287683,1.0129387650479,NA,"Fut(2015-2044)",2029,NA
"KACE-1-0-G","ssp245",1076.8427626611,12.6054992934652,1.05480423545306,0.429387842905084,1.42167625306455,NA,"Fut(2015-2044)",2029,NA
"KACE-1-0-G","ssp370",1024.33917782998,12.6901640359428,-3.31439119382769,0.396401828981426,1.5146924772844,NA,"Fut(2015-2044)",2029,NA
"KACE-1-0-G","ssp585",1019.29062972206,12.7002868657938,-5.51395065104764,1.11589227835155,1.54703844059978,NA,"Fut(2015-2044)",2029,NA
"MIROC6","ssp245",1072.72510752835,11.8144443337832,1.53696151966867,-1.7357974388825,0.889955729947097,NA,"Fut(2015-2044)",2029,NA
"MIROC6","ssp370",994.149860933065,11.7888528083887,-5.07933906013119,-0.994297477340642,0.927695476532417,NA,"Fut(2015-2044)",2029,NA
"MIROC6","ssp585",1063.90853326151,11.7453310422246,0.536308126986365,-1.73646721291468,0.896638081411902,NA,"Fut(2015-2044)",2029,NA
"MPI-ESM1-2-HR","ssp245",1040.46838453444,11.3334100223883,-2.15022521772011,-1.48575200142442,0.466830026530822,NA,"Fut(2015-2044)",2029,NA
"MPI-ESM1-2-HR","ssp370",1021.08464001017,11.4700058545077,-4.32654495585337,-1.01503801414534,0.664968030265436,NA,"Fut(2015-2044)",2029,NA
"MPI-ESM1-2-HR","ssp585",1056.09972064703,11.4303911338297,0.406369432273641,-3.15595278304355,0.59595128370051,NA,"Fut(2015-2044)",2029,NA
"MRI-ESM2-0","ssp370",1066.41625299411,11.806535674914,2.2476373037138,1.7197921108838,0.861205695715768,NA,"Fut(2015-2044)",2029,NA
"ACCESS-CM2","ssp245",1034.96955670084,12.1011381029278,-0.961278629297744,4.20899710722047,1.12208695977761,NA,"Fut(2016-2045)",2030,NA
"ACCESS-CM2","ssp370",1048.47704475308,12.2172446607377,-2.21301106915309,2.82698657319846,1.24867811298102,NA,"Fut(2016-2045)",2030,NA
"ACCESS-CM2","ssp585",1050.28663056127,12.3468479132914,0.494526504036579,2.39697794028506,1.31124572016125,NA,"Fut(2016-2045)",2030,NA
"CESM2-LENS","ssp370",1017.0313924362,11.860588779411,-3.11218643310441,1.61510031824972,0.867211097215614,NA,"Fut(2016-2045)",2030,NA
"EC-EARTH3","ssp245",1068.50176082154,11.8341920844526,-1.84579771541765,0.82033455549435,1.02112118550581,NA,"Fut(2016-2045)",2030,NA
"EC-EARTH3","ssp370",1042.14544740807,11.9957020848172,-1.52671036797889,-1.30696872548039,1.17437941435192,NA,"Fut(2016-2045)",2030,NA
"EC-EARTH3","ssp585",1085.76637862233,11.8682740301866,-2.68959445337445,-2.41491160469976,1.11818408221392,NA,"Fut(2016-2045)",2030,NA
"EC-EARTH3-VEG","ssp245",1060.67902526004,12.1542079921538,-1.18226941476021,-0.142449993056154,1.04781268354266,NA,"Fut(2016-2045)",2030,NA
"EC-EARTH3-VEG","ssp370",1138.51398940527,11.8440894831413,5.53288063378994,0.246818472506193,0.856622750500728,NA,"Fut(2016-2045)",2030,NA
"EC-EARTH3-VEG","ssp585",1068.98685511004,12.2548033510176,0.334932133160601,0.170137939896601,1.19771919316213,NA,"Fut(2016-2045)",2030,NA
"FGOALS-G3","ssp245",1093.47936877795,11.6031170149787,0.163088030557745,-0.580301868748058,0.787687890769734,NA,"Fut(2016-2045)",2030,NA
"FGOALS-G3","ssp370",1074.55344612294,11.7171598430912,5.16802191337808,3.22899697720335,0.793949707074697,NA,"Fut(2016-2045)",2030,NA
"FGOALS-G3","ssp585",1073.18819746518,11.739119096623,-1.40627923664988,5.54805145357898,0.824732722254057,NA,"Fut(2016-2045)",2030,NA
"INM-CM5-0","ssp370",1063.3231593504,11.5981619974038,0.248884156818292,-0.82422447828626,0.835352045722162,NA,"Fut(2016-2045)",2030,NA
"IPSL-CM6A-LR","ssp245",1071.47368599385,11.9625880466957,0.268618394403682,-0.0967693507751573,0.96397946689606,NA,"Fut(2016-2045)",2030,NA
"IPSL-CM6A-LR","ssp370",1067.52423512141,11.9824872741758,0.406176529226083,0.267311664122952,0.994934965528412,NA,"Fut(2016-2045)",2030,NA
"IPSL-CM6A-LR","ssp585",1062.43943183236,12.0042964588575,-0.687747504551927,-1.2291128648017,1.03160477129251,NA,"Fut(2016-2045)",2030,NA
"KACE-1-0-G","ssp245",1076.25843767291,12.6472573594222,0.999969073496903,0.448056879553141,1.46343431902155,NA,"Fut(2016-2045)",2030,NA
"KACE-1-0-G","ssp370",1028.81854294231,12.7215983690015,-2.89159164429887,0.413636691111063,1.54612681034307,NA,"Fut(2016-2045)",2030,NA
"KACE-1-0-G","ssp585",1009.57537862356,12.7788513111188,-6.41453353483311,1.16440933393206,1.62560288592471,NA,"Fut(2016-2045)",2030,NA
"MIROC6","ssp245",1075.653427794,11.804901243557,1.81413666924229,-1.81126689274695,0.880412639720843,NA,"Fut(2016-2045)",2030,NA
"MIROC6","ssp370",1011.78080749165,11.7966534497873,-3.39594989909872,-1.03752780244239,0.935496117930981,NA,"Fut(2016-2045)",2030,NA
"MIROC6","ssp585",1074.81463685074,11.7673234072801,1.56690366845708,-1.81196578738924,0.91863044646742,NA,"Fut(2016-2045)",2030,NA
"MPI-ESM1-2-HR","ssp245",1044.39239671687,11.3589491625881,-1.78119554416069,-1.55034991452983,0.492369166730633,NA,"Fut(2016-2045)",2030,NA
"MPI-ESM1-2-HR","ssp370",1024.04730062061,11.5080981092542,-4.04894996948503,-1.05917010171688,0.703060285011993,NA,"Fut(2016-2045)",2030,NA
"MPI-ESM1-2-HR","ssp585",1056.55358780713,11.4669908065935,0.449519859131337,-3.29316812143672,0.632550956464291,NA,"Fut(2016-2045)",2030,NA
"MRI-ESM2-0","ssp370",1075.32048468821,11.8184280532596,3.10137209082971,1.79456568092223,0.873098074061382,NA,"Fut(2016-2045)",2030,NA
"ACCESS-CM2","ssp245",1038.39335995336,12.1313967961519,-0.633646677073514,4.38437198668799,1.15234565300168,NA,"Fut(2017-2046)",2031,NA
"ACCESS-CM2","ssp370",1048.16557789234,12.2524441746585,-2.24206025684529,2.94477768041505,1.2838776269019,NA,"Fut(2017-2046)",2031,NA
"ACCESS-CM2","ssp585",1050.47063695731,12.3806553360993,0.512132779414576,2.49685202113026,1.34505314296906,NA,"Fut(2017-2046)",2031,NA
"CESM2-LENS","ssp370",1018.735894431,11.8905421971696,-2.94980651767159,1.68239616484346,0.897164514974181,NA,"Fut(2017-2046)",2031,NA
"EC-EARTH3","ssp245",1069.00680232875,11.8665337473027,-1.79940383187142,0.854515161973287,1.0534628483559,NA,"Fut(2017-2046)",2031,NA
"EC-EARTH3","ssp370",1061.07985574513,12.00782511216,0.262419432303388,-1.36142575570873,1.18650244169476,NA,"Fut(2017-2046)",2031,NA
"EC-EARTH3","ssp585",1089.37756143404,11.9106035011622,-2.36594687058899,-2.51553292156225,1.16051355318948,NA,"Fut(2017-2046)",2031,NA
"EC-EARTH3-VEG","ssp245",1068.5713384798,12.1885688710118,-0.446985259166877,-0.148385409433487,1.08217356240063,NA,"Fut(2017-2046)",2031,NA
"EC-EARTH3-VEG","ssp370",1134.06729370063,11.8702503645381,5.12070071208536,0.257102575527289,0.882783631897523,NA,"Fut(2017-2046)",2031,NA
"EC-EARTH3-VEG","ssp585",1064.91683800956,12.2918174476907,-0.0470790090770815,0.177227020725617,1.23473328983528,NA,"Fut(2017-2046)",2031,NA
"FGOALS-G3","ssp245",1086.08425926272,11.6609605809477,-0.514306556409211,-0.604481113279229,0.845531456738826,NA,"Fut(2017-2046)",2031,NA
"FGOALS-G3","ssp370",1085.39865950137,11.7530387806973,6.22945784507018,3.36353851792013,0.829828644680823,NA,"Fut(2017-2046)",2031,NA
"FGOALS-G3","ssp585",1085.29576910459,11.7642144372631,-0.293957520703354,5.77922026414477,0.849828062894114,NA,"Fut(2017-2046)",2031,NA
"INM-CM5-0","ssp370",1054.67977365813,11.6494408608403,-0.566004302411872,-0.858567164881528,0.886630909158725,NA,"Fut(2017-2046)",2031,NA
"IPSL-CM6A-LR","ssp245",1074.6922093833,12.0153175605095,0.569808146190109,-0.10080140705745,1.01670898070982,NA,"Fut(2017-2046)",2031,NA
"IPSL-CM6A-LR","ssp370",1074.31534401313,12.0234087391106,1.04491545034619,0.278449650128075,1.03585643046324,NA,"Fut(2017-2046)",2031,NA
"IPSL-CM6A-LR","ssp585",1051.51496796428,12.0710040514452,-1.70891923588816,-1.2803259008351,1.09831236388025,NA,"Fut(2017-2046)",2031,NA
"KACE-1-0-G","ssp245",1076.88741980907,12.7071955707913,1.05899502309794,0.466725916201178,1.52337253039065,NA,"Fut(2017-2046)",2031,NA
"KACE-1-0-G","ssp370",1036.65195814086,12.7584840375122,-2.15220909026316,0.430871553240687,1.58301247885386,NA,"Fut(2017-2046)",2031,NA
"KACE-1-0-G","ssp585",1008.85730873094,12.8392844224491,-6.48109706964058,1.21292638951255,1.68603599725508,NA,"Fut(2017-2046)",2031,NA
"MIROC6","ssp245",1082.20096034537,11.8003980286715,2.43388217165609,-1.88673634661141,0.875909424835367,NA,"Fut(2017-2046)",2031,NA
"MIROC6","ssp370",1022.50395289764,11.8020191645126,-2.37211225722068,-1.08075812754416,0.940861832656266,NA,"Fut(2017-2046)",2031,NA
"MIROC6","ssp585",1064.31810097128,11.8098968434881,0.575011102083193,-1.8874643618638,0.961203882675418,NA,"Fut(2017-2046)",2031,NA
"MPI-ESM1-2-HR","ssp245",1046.43984386423,11.3741018041948,-1.58864549148671,-1.61494782763523,0.507521808337328,NA,"Fut(2017-2046)",2031,NA
"MPI-ESM1-2-HR","ssp370",1024.29961239719,11.5265598900724,-4.02530889364531,-1.10330218928841,0.72152206583014,NA,"Fut(2017-2046)",2031,NA
"MPI-ESM1-2-HR","ssp585",1063.14628102964,11.5023810413748,1.07630573769157,-3.43038345982993,0.667941191245614,NA,"Fut(2017-2046)",2031,NA
"MRI-ESM2-0","ssp370",1068.58454471206,11.8462257027982,2.45553239582531,1.86933925096066,0.900895723599973,NA,"Fut(2017-2046)",2031,NA
"ACCESS-CM2","ssp245",1046.89132832073,12.1822016018658,0.179544315747164,4.5597468661555,1.20315045871563,NA,"Fut(2018-2047)",2032,NA
"ACCESS-CM2","ssp370",1028.09786708633,12.3088491663279,-4.11369018357996,3.06256878763166,1.34028261857124,NA,"Fut(2018-2047)",2032,NA
"ACCESS-CM2","ssp585",1047.05643441997,12.430278551005,0.18545179786635,2.59672610197548,1.39467635787477,NA,"Fut(2018-2047)",2032,NA
"CESM2-LENS","ssp370",1016.43808830881,11.9362213873554,-3.16870773629226,1.74969201143719,0.942843705159992,NA,"Fut(2018-2047)",2032,NA
"EC-EARTH3","ssp245",1068.50555196484,11.9034292550597,-1.84544945520935,0.888695768452224,1.09035835611284,NA,"Fut(2018-2047)",2032,NA
"EC-EARTH3","ssp370",1054.8194335644,12.0624302418598,-0.329133664392905,-1.41588278593708,1.24110757139457,NA,"Fut(2018-2047)",2032,NA
"EC-EARTH3","ssp585",1089.1566928475,11.9736225237423,-2.38574193161862,-2.61615423842473,1.22353257576956,NA,"Fut(2018-2047)",2032,NA
"EC-EARTH3-VEG","ssp245",1058.63355416613,12.2297714065019,-1.37283489844032,-0.154320825810836,1.12337609789071,NA,"Fut(2018-2047)",2032,NA
"EC-EARTH3-VEG","ssp370",1125.02242124326,11.9153661085003,4.28229955560093,0.267386678548385,0.927899375859777,NA,"Fut(2018-2047)",2032,NA
"EC-EARTH3-VEG","ssp585",1071.20794915294,12.3548117052384,0.543403658316477,0.184316101554637,1.29772754738291,NA,"Fut(2018-2047)",2032,NA
"FGOALS-G3","ssp245",1090.30255609262,11.6863021401882,-0.12790910916226,-0.628660357810402,0.870873015979292,NA,"Fut(2018-2047)",2032,NA
"FGOALS-G3","ssp370",1094.121841824,11.7819446031487,7.08320768224292,3.49808005863694,0.858734467132235,NA,"Fut(2018-2047)",2032,NA
"FGOALS-G3","ssp585",1065.82073959726,11.8193020283535,-2.0831270490666,6.01038907471058,0.904915653984567,NA,"Fut(2018-2047)",2032,NA
"INM-CM5-0","ssp370",1061.76565172648,11.7005879324007,0.102044129879917,-0.89290985147678,0.93777798071908,NA,"Fut(2018-2047)",2032,NA
"IPSL-CM6A-LR","ssp245",1063.91775492036,12.0860192094005,-0.438466417220798,-0.104833463339743,1.08741062960084,NA,"Fut(2018-2047)",2032,NA
"IPSL-CM6A-LR","ssp370",1071.64236173171,12.0807001389979,0.793507639658472,0.289587636133197,1.09314783035053,NA,"Fut(2018-2047)",2032,NA
"IPSL-CM6A-LR","ssp585",1049.2710750018,12.1355810333372,-1.91866866515962,-1.3315389368685,1.16288934577223,NA,"Fut(2018-2047)",2032,NA
"KACE-1-0-G","ssp245",1079.38405782713,12.7601032516808,1.29328852899393,0.485394952849228,1.57628021128013,NA,"Fut(2018-2047)",2032,NA
"KACE-1-0-G","ssp370",1035.31340144608,12.8105831890021,-2.27855314871308,0.448106415370311,1.63511163034369,NA,"Fut(2018-2047)",2032,NA
"KACE-1-0-G","ssp585",1009.00703174615,12.9094355792423,-6.4672180681159,1.26144344509306,1.7561871540482,NA,"Fut(2018-2047)",2032,NA
"MIROC6","ssp245",1091.34766017351,11.8152395202732,3.29964741007929,-1.96220580047587,0.890750916437089,NA,"Fut(2018-2047)",2032,NA
"MIROC6","ssp370",1014.20648109752,11.8321001198267,-3.16434845655825,-1.12398845264593,0.970942787970433,NA,"Fut(2018-2047)",2032,NA
"MIROC6","ssp585",1067.11147303344,11.849951129357,0.838976758504694,-1.96296293633833,1.00125816854432,NA,"Fut(2018-2047)",2032,NA
"MPI-ESM1-2-HR","ssp245",1049.66744884334,11.3581360837945,-1.28510871421799,-1.67954574074064,0.491556087937003,NA,"Fut(2018-2047)",2032,NA
"MPI-ESM1-2-HR","ssp370",1025.43279476242,11.5529444650701,-3.91913212060569,-1.14743427685996,0.747906640827892,NA,"Fut(2018-2047)",2032,NA
"MPI-ESM1-2-HR","ssp585",1059.57877793611,11.5302566326397,0.737133189344891,-3.56759879822314,0.695816782510509,NA,"Fut(2018-2047)",2032,NA
"MRI-ESM2-0","ssp370",1070.37347004414,11.8627292609225,2.62705396444816,1.94411282099909,0.91739928172427,NA,"Fut(2018-2047)",2032,NA
"ACCESS-CM2","ssp245",1049.73120966416,12.2334775570504,0.451299378760521,4.73512174562304,1.25442641390026,NA,"Fut(2019-2048)",2033,NA
"ACCESS-CM2","ssp370",1031.53030359475,12.3731733531753,-3.79356144777741,3.18035989484826,1.40460680541872,NA,"Fut(2019-2048)",2033,NA
"ACCESS-CM2","ssp585",1038.88308815455,12.4886600016345,-0.596598110222107,2.69660018282068,1.4530578085043,NA,"Fut(2019-2048)",2033,NA
"CESM2-LENS","ssp370",1019.97802638398,11.9735387111449,-2.83147442882874,1.81698785803092,0.980161028949507,NA,"Fut(2019-2048)",2033,NA
"EC-EARTH3","ssp245",1062.89876278369,11.9394323000809,-2.36049766535898,0.922876374931155,1.12636140113407,NA,"Fut(2019-2048)",2033,NA
"EC-EARTH3","ssp370",1051.79030776506,12.1000266804117,-0.615358569862127,-1.47033981616543,1.27870400994646,NA,"Fut(2019-2048)",2033,NA
"EC-EARTH3","ssp585",1081.94574545336,12.0581532880411,-3.03201375317729,-2.71677555528721,1.30806334006841,NA,"Fut(2019-2048)",2033,NA
"EC-EARTH3-VEG","ssp245",1061.46195497378,12.2924702796549,-1.10932808597258,-0.160256242188168,1.18607497104377,NA,"Fut(2019-2048)",2033,NA
"EC-EARTH3-VEG","ssp370",1123.53882867418,11.979564987533,4.14478012328914,0.277670781569481,0.992098254892513,NA,"Fut(2019-2048)",2033,NA
"EC-EARTH3-VEG","ssp585",1076.45103743303,12.3978791099582,1.03551907043399,0.191405182383673,1.3407949521027,NA,"Fut(2019-2048)",2033,NA
"FGOALS-G3","ssp245",1082.09452990072,11.7112923692018,-0.879767144613961,-0.652839602341588,0.895863244992842,NA,"Fut(2019-2048)",2033,NA
"FGOALS-G3","ssp370",1085.12625226388,11.8031960652076,6.20279697452384,3.63262159935375,0.879985929191085,NA,"Fut(2019-2048)",2033,NA
"FGOALS-G3","ssp585",1062.02071267941,11.8353718467621,-2.43223524250032,6.24155788527635,0.920985472393111,NA,"Fut(2019-2048)",2033,NA
"INM-CM5-0","ssp370",1068.66679618362,11.740231374017,0.752676089834518,-0.927252538072052,0.977421422335359,NA,"Fut(2019-2048)",2033,NA
"IPSL-CM6A-LR","ssp245",1060.97715679233,12.125950541303,-0.713647894288817,-0.108865519622049,1.12734196150335,NA,"Fut(2019-2048)",2033,NA
"IPSL-CM6A-LR","ssp370",1074.16580002634,12.1344072773008,1.03085006480978,0.300725622138321,1.14685496865343,NA,"Fut(2019-2048)",2033,NA
"IPSL-CM6A-LR","ssp585",1047.86371400992,12.1897245247861,-2.05022269637326,-1.38275197290191,1.21703283722112,NA,"Fut(2019-2048)",2033,NA
"KACE-1-0-G","ssp245",1066.96034914768,12.7971819763609,0.127402949396233,0.504063989497272,1.61335893596023,NA,"Fut(2019-2048)",2033,NA
"KACE-1-0-G","ssp370",1031.03178563982,12.8597021122736,-2.68268748220528,0.465341277499942,1.6842305536152,NA,"Fut(2019-2048)",2033,NA
"KACE-1-0-G","ssp585",1008.76172881396,12.9644221192058,-6.48995712239524,1.30996050067355,1.81117369401179,NA,"Fut(2019-2048)",2033,NA
"MIROC6","ssp245",1092.18941715522,11.8264205267096,3.37932247842712,-2.03767525434031,0.901931922873443,NA,"Fut(2019-2048)",2033,NA
"MIROC6","ssp370",1024.48056867448,11.8522498405135,-2.18338650938875,-1.1672187777477,0.991092508657179,NA,"Fut(2019-2048)",2033,NA
"MIROC6","ssp585",1069.59479214879,11.9118896485675,1.07364329980275,-2.03846151081289,1.06319668775478,NA,"Fut(2019-2048)",2033,NA
"MPI-ESM1-2-HR","ssp245",1057.69772713563,11.3783132997346,-0.529909484698266,-1.74414365384606,0.511733303877168,NA,"Fut(2019-2048)",2033,NA
"MPI-ESM1-2-HR","ssp370",1025.43656529564,11.5650281928444,-3.9187788296769,-1.19156636443149,0.759990368602194,NA,"Fut(2019-2048)",2033,NA
"MPI-ESM1-2-HR","ssp585",1046.50777020795,11.589660468911,-0.505564261612935,-3.70481413661633,0.755220618781742,NA,"Fut(2019-2048)",2033,NA
"MRI-ESM2-0","ssp370",1067.14015095077,11.894975983945,2.31704440015435,2.0188863910375,0.949646004746819,NA,"Fut(2019-2048)",2033,NA
"ACCESS-CM2","ssp245",1039.8456742175,12.2877183529605,-0.494671238793511,4.91049662509056,1.30866720981031,NA,"Fut(2020-2049)",2034,NA
"ACCESS-CM2","ssp370",1037.65445129104,12.4145453836684,-3.22238827237518,3.29815100206487,1.44597883591174,NA,"Fut(2020-2049)",2034,NA
"ACCESS-CM2","ssp585",1035.3147678154,12.5364420162137,-0.938025538186344,2.79647426366589,1.50083982308348,NA,"Fut(2020-2049)",2034,NA
"CESM2-LENS","ssp370",1019.57165198763,12.0099054976884,-2.870187812747,1.88428370462467,1.01652781549293,NA,"Fut(2020-2049)",2034,NA
"EC-EARTH3","ssp245",1061.09846481405,12.0093842551103,-2.5258757841079,0.957056981410077,1.19631335616349,NA,"Fut(2020-2049)",2034,NA
"EC-EARTH3","ssp370",1070.27191448129,12.1298482776231,1.13098558541717,-1.52479684639379,1.30852560715781,NA,"Fut(2020-2049)",2034,NA
"EC-EARTH3","ssp585",1063.52279424522,12.1432641675119,-4.68314689629829,-2.81739687214971,1.39317421953918,NA,"Fut(2020-2049)",2034,NA
"EC-EARTH3-VEG","ssp245",1063.75819310495,12.3225708553048,-0.895399993117485,-0.166191658565517,1.21617554669363,NA,"Fut(2020-2049)",2034,NA
"EC-EARTH3-VEG","ssp370",1120.31413657855,12.0153522025639,3.84587202977815,0.287954884590558,1.02788546992335,NA,"Fut(2020-2049)",2034,NA
"EC-EARTH3-VEG","ssp585",1084.36221699768,12.4547992987273,1.77806109601418,0.198494263212694,1.39771514087184,NA,"Fut(2020-2049)",2034,NA
"FGOALS-G3","ssp245",1080.14133669708,11.7482336230715,-1.05868031699104,-0.677018846872759,0.932804498862577,NA,"Fut(2020-2049)",2034,NA
"FGOALS-G3","ssp370",1094.86530904749,11.826934580483,7.15597184072531,3.76716314007056,0.903724444466475,NA,"Fut(2020-2049)",2034,NA
"FGOALS-G3","ssp585",1067.71449834871,11.88159693838,-1.90914757186526,6.47272669584213,0.967210564011058,NA,"Fut(2020-2049)",2034,NA
"INM-CM5-0","ssp370",1072.72176396338,11.7829630925617,1.13497378704694,-0.9615952246673,1.02015314088013,NA,"Fut(2020-2049)",2034,NA
"IPSL-CM6A-LR","ssp245",1052.63509952702,12.1718921373565,-1.49429847628054,-0.11289757590435,1.17328355755683,NA,"Fut(2020-2049)",2034,NA
"IPSL-CM6A-LR","ssp370",1078.62230618463,12.1716926665835,1.4500075221411,0.311863608143437,1.18414035793617,NA,"Fut(2020-2049)",2034,NA
"IPSL-CM6A-LR","ssp585",1050.04656748528,12.261634374048,-1.84617897490558,-1.43396500893531,1.28894268648302,NA,"Fut(2020-2049)",2034,NA
"KACE-1-0-G","ssp245",1073.13953321956,12.8528580271408,0.707279843564041,0.522733026145322,1.66903498674012,NA,"Fut(2020-2049)",2034,NA
"KACE-1-0-G","ssp370",1027.43197692623,12.9023476412189,-3.0224672198081,0.482576139629572,1.72687608256049,NA,"Fut(2020-2049)",2034,NA
"KACE-1-0-G","ssp585",1009.89065647023,13.0232870669585,-6.38530795646436,1.35847755625406,1.87003864176448,NA,"Fut(2020-2049)",2034,NA
